	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
581	Changsha-Liu-2007-201-66-2	Changsha	Liu-2007-201-66	ɕ j a ¹¹ + l i n ¹³	chan1326	1431	FREEZE	58	
582	Changsha-Liu-2007-201-66-2	Changsha	Liu-2007-201-66	ɕ j a ¹¹ + l i n ¹³	chan1326	1431	FREEZE	680	
583	Changsha-Liu-2007-201-66-3	Changsha	Liu-2007-201-66	k əu ⁵⁵ + l i n ¹³	chan1326	1431	FREEZE	681	
584	Changsha-Liu-2007-201-66-3	Changsha	Liu-2007-201-66	k əu ⁵⁵ + l i n ¹³	chan1326	1431	FREEZE	84	
585	Changsha-Liu-2007-201-67-1	Changsha	Liu-2007-201-67	tɕ i n ⁴¹	chan1326	1942	NEAR	682	
586	Changsha-Liu-2007-201-68-1	Changsha	Liu-2007-201-68	kʰ a n ⁴¹	chan1326	1432	CUT	683	
587	Changsha-Liu-2007-201-69-1	Changsha	Liu-2007-201-69	kʰ a n ⁵⁵ + tɕ j a n ⁵⁵	chan1326	1409	SEE	689	
588	Changsha-Liu-2007-201-69-1	Changsha	Liu-2007-201-69	kʰ a n ⁵⁵ + tɕ j a n ⁵⁵	chan1326	1409	SEE	253	
589	Changsha-Liu-2007-201-7-1	Changsha	Liu-2007-201-7	p u ²⁴	chan1326	1240	NOT	98	
590	Changsha-Liu-2007-201-70-1	Changsha	Liu-2007-201-70	kʰ õ ³³	chan1326	1243	WIDE	694	
591	Changsha-Liu-2007-201-71-1	Changsha	Liu-2007-201-71	kʰ w ə n ⁴¹	chan1326	1917	TIE	696	
592	Changsha-Liu-2007-201-72-1	Changsha	Liu-2007-201-72	l a ³³	chan1326	1455	PULL	397	
593	Changsha-Liu-2007-201-72-2	Changsha	Liu-2007-201-72	tsʰ ə ⁴¹	chan1326	1455	PULL	216	
594	Changsha-Liu-2007-201-73-1	Changsha	Liu-2007-201-73	l ai ¹³	chan1326	1446	COME	703	
597	Changsha-Liu-2007-201-76-1	Changsha	Liu-2007-201-76	l j əu ¹³	chan1326	2003	FLOW	164	
599	Changsha-Liu-2007-201-78-1	Changsha	Liu-2007-201-78	l əu ²⁴	chan1326	1425	GREEN	709	
601	Changsha-Liu-2007-201-8-1	Changsha	Liu-2007-201-8	tsʰ a ²⁴	chan1326	1449	RUB	104	
602	Changsha-Liu-2007-201-80-1	Changsha	Liu-2007-201-80	m i n ¹³ + ts ɿ ⁰	chan1326	1405	NAME	712	
603	Changsha-Liu-2007-201-80-1	Changsha	Liu-2007-201-80	m i n ¹³ + ts ɿ ⁰	chan1326	1405	NAME	469	
604	Changsha-Liu-2007-201-81-1	Changsha	Liu-2007-201-81	m o ⁴¹ + tɕʰ i n ³³	chan1326	1216	MOTHER	157	
605	Changsha-Liu-2007-201-81-1	Changsha	Liu-2007-201-81	m o ⁴¹ + tɕʰ i n ³³	chan1326	1216	MOTHER	612	
606	Changsha-Liu-2007-201-81-2	Changsha	Liu-2007-201-81	ɲ j a n ¹³	chan1326	1216	MOTHER	31	
607	Changsha-Liu-2007-201-81-3	Changsha	Liu-2007-201-81	ɲ j a n ¹³ + l au ⁰ + ts ɿ ⁰	chan1326	1216	MOTHER	31	
608	Changsha-Liu-2007-201-81-3	Changsha	Liu-2007-201-81	ɲ j a n ¹³ + l au ⁰ + ts ɿ ⁰	chan1326	1216	MOTHER	27	
609	Changsha-Liu-2007-201-81-3	Changsha	Liu-2007-201-81	ɲ j a n ¹³ + l au ⁰ + ts ɿ ⁰	chan1326	1216	MOTHER	19	
610	Changsha-Liu-2007-201-81-4	Changsha	Liu-2007-201-81	m a ³³ + m a ³³	chan1326	1216	MOTHER	50	
611	Changsha-Liu-2007-201-81-4	Changsha	Liu-2007-201-81	m a ³³ + m a ³³	chan1326	1216	MOTHER	803	
612	Changsha-Liu-2007-201-81-5	Changsha	Liu-2007-201-81	m̩ ³³ + m a ³³	chan1326	1216	MOTHER	713	
613	Changsha-Liu-2007-201-81-5	Changsha	Liu-2007-201-81	m̩ ³³ + m a ³³	chan1326	1216	MOTHER	50	
615	Changsha-Liu-2007-201-83-1	Changsha	Liu-2007-201-83	l a ⁴¹ + l i ⁰	chan1326	1237	WHERE	188	
616	Changsha-Liu-2007-201-83-1	Changsha	Liu-2007-201-83	l a ⁴¹ + l i ⁰	chan1326	1237	WHERE	52	
617	Changsha-Liu-2007-201-83-2	Changsha	Liu-2007-201-83	o ¹³ + ts ɿ ⁰	chan1326	1237	WHERE	171	
618	Changsha-Liu-2007-201-83-2	Changsha	Liu-2007-201-83	o ¹³ + ts ɿ ⁰	chan1326	1237	WHERE	189	
619	Changsha-Liu-2007-201-84-1	Changsha	Liu-2007-201-84	l a ⁵⁵	chan1326	78	THAT	261	
620	Changsha-Liu-2007-201-85-1	Changsha	Liu-2007-201-85	l a ⁵⁵ + l i ⁴¹	chan1326	1937	THERE	261	
621	Changsha-Liu-2007-201-85-1	Changsha	Liu-2007-201-85	l a ⁵⁵ + l i ⁴¹	chan1326	1937	THERE	52	
629	Changsha-Liu-2007-201-87-1	Changsha	Liu-2007-201-87	l i ⁴¹	chan1326	1215	THOU	739	
630	Changsha-Liu-2007-201-88-1	Changsha	Liu-2007-201-88	ɲ j ẽ ¹³	chan1326	1226	YEAR	741	
631	Changsha-Liu-2007-201-89-1	Changsha	Liu-2007-201-89	ɲ j au ⁴¹	chan1326	937	BIRD	745	
632	Changsha-Liu-2007-201-9-1	Changsha	Liu-2007-201-9	tsʰ au ⁴¹	chan1326	606	GRASS	111	
633	Changsha-Liu-2007-201-90-1	Changsha	Liu-2007-201-90	ɲ y ⁴¹ + ʐ ə n ⁰	chan1326	962	WOMAN	39	
634	Changsha-Liu-2007-201-90-1	Changsha	Liu-2007-201-90	ɲ y ⁴¹ + ʐ ə n ⁰	chan1326	962	WOMAN	38	
635	Changsha-Liu-2007-201-90-2	Changsha	Liu-2007-201-90	ɲ y ⁴¹ + t i ⁰	chan1326	962	WOMAN	39	
636	Changsha-Liu-2007-201-90-2	Changsha	Liu-2007-201-90	ɲ y ⁴¹ + t i ⁰	chan1326	962	WOMAN	40	
637	Changsha-Liu-2007-201-91-1	Changsha	Liu-2007-201-91	tʰ u ⁵⁵	chan1326	1278	VOMIT	1	
638	Changsha-Liu-2007-201-92-1	Changsha	Liu-2007-201-92	pʰ a ⁵⁵	chan1326	1419	FEAR (BE AFRAID)	11	
641	Changsha-Liu-2007-201-94-1	Changsha	Liu-2007-201-94	pʰ j au ³³ + f u ⁰	chan1326	1574	FLOAT	20	
642	Changsha-Liu-2007-201-94-1	Changsha	Liu-2007-201-94	pʰ j au ³³ + f u ⁰	chan1326	1574	FLOAT	21	
643	Changsha-Liu-2007-201-95-1	Changsha	Liu-2007-201-95	p i n ¹³	chan1326	1234	SMOOTH	25	
644	Changsha-Liu-2007-201-96-1	Changsha	Liu-2007-201-96	tɕʰ i ³³ + ts ɿ ⁰	chan1326	1199	WIFE	26	
645	Changsha-Liu-2007-201-96-1	Changsha	Liu-2007-201-96	tɕʰ i ³³ + ts ɿ ⁰	chan1326	1199	WIFE	19	
646	Changsha-Liu-2007-201-96-2	Changsha	Liu-2007-201-96	t a n ¹³ + kʰ ə ⁰	chan1326	1199	WIFE	45	
647	Changsha-Liu-2007-201-96-2	Changsha	Liu-2007-201-96	t a n ¹³ + kʰ ə ⁰	chan1326	1199	WIFE	46	
648	Changsha-Liu-2007-201-96-3	Changsha	Liu-2007-201-96	l ei ¹¹ + t a n ³³ + tɕ j a ³³	chan1326	1199	WIFE	47	
649	Changsha-Liu-2007-201-96-3	Changsha	Liu-2007-201-96	l ei ¹¹ + t a n ³³ + tɕ j a ³³	chan1326	1199	WIFE	48	
650	Changsha-Liu-2007-201-96-3	Changsha	Liu-2007-201-96	l ei ¹¹ + t a n ³³ + tɕ j a ³³	chan1326	1199	WIFE	42	
651	Changsha-Liu-2007-201-96-4	Changsha	Liu-2007-201-96	p o ¹³ + p o ⁰ + ts ɿ ⁰	chan1326	1199	WIFE	28	
652	Changsha-Liu-2007-201-96-4	Changsha	Liu-2007-201-96	p o ¹³ + p o ⁰ + ts ɿ ⁰	chan1326	1199	WIFE	772	
653	Changsha-Liu-2007-201-96-4	Changsha	Liu-2007-201-96	p o ¹³ + p o ⁰ + ts ɿ ⁰	chan1326	1199	WIFE	19	
654	Changsha-Liu-2007-201-97-1	Changsha	Liu-2007-201-97	tɕʰ ɥ ẽ ¹³ + p u ¹¹	chan1326	98	ALL	54	
655	Changsha-Liu-2007-201-97-1	Changsha	Liu-2007-201-97	tɕʰ ɥ ẽ ¹³ + p u ¹¹	chan1326	98	ALL	55	
657	Changsha-Liu-2007-201-99-1	Changsha	Liu-2007-201-99	ʐ ə n ¹³	chan1326	683	PERSON	38	
658	Chengdu-Liu-2007-201-1-1	Chengdu	Liu-2007-201-1	p e ²¹	chen1267	1335	WHITE	71	
659	Chengdu-Liu-2007-201-10-1	Chengdu	Liu-2007-201-10	tsʰ a ŋ ²¹	chen1267	1203	LONG	112	
660	Chengdu-Liu-2007-201-100-1	Chengdu	Liu-2007-201-100	z ə n ⁴⁵	chen1267	1456	THROW	60	
661	Chengdu-Liu-2007-201-100-2	Chengdu	Liu-2007-201-100	s w ai ⁵³	chen1267	1456	THROW	62	
663	Chengdu-Liu-2007-201-102-1	Chengdu	Liu-2007-201-102	t a ⁵³ + p i ⁵³ + s o ²¹	chen1267	1459	IF	115	
664	Chengdu-Liu-2007-201-102-1	Chengdu	Liu-2007-201-102	t a ⁵³ + p i ⁵³ + s o ²¹	chen1267	1459	IF	116	
665	Chengdu-Liu-2007-201-102-1	Chengdu	Liu-2007-201-102	t a ⁵³ + p i ⁵³ + s o ²¹	chen1267	1459	IF	117	
668	Chengdu-Liu-2007-201-104-1	Chengdu	Liu-2007-201-104	s a n ⁴⁵	chen1267	492	THREE	131	
669	Chengdu-Liu-2007-201-105-1	Chengdu	Liu-2007-201-105	s ə n ⁴⁵ + ɲ i n ²¹	chen1267	420	FOREST	132	
670	Chengdu-Liu-2007-201-105-1	Chengdu	Liu-2007-201-105	s ə n ⁴⁵ + ɲ i n ²¹	chen1267	420	FOREST	133	
671	Chengdu-Liu-2007-201-106-1	Chengdu	Liu-2007-201-106	s a ²¹	chen1267	1417	KILL	135	
672	Chengdu-Liu-2007-201-106-2	Chengdu	Liu-2007-201-106	ts ai ⁵³	chen1267	1417	KILL	136	
673	Chengdu-Liu-2007-201-107-1	Chengdu	Liu-2007-201-107	s a ⁴⁵	chen1267	671	SAND	138	
674	Chengdu-Liu-2007-201-107-2	Chengdu	Liu-2007-201-107	s a ⁴⁵ + s a ⁵⁵	chen1267	671	SAND	138	
675	Chengdu-Liu-2007-201-107-2	Chengdu	Liu-2007-201-107	s a ⁴⁵ + s a ⁵⁵	chen1267	671	SAND	138	
676	Chengdu-Liu-2007-201-107-3	Chengdu	Liu-2007-201-107	s a ⁴⁵ + ts ɿ ⁰	chen1267	671	SAND	138	
677	Chengdu-Liu-2007-201-107-3	Chengdu	Liu-2007-201-107	s a ⁴⁵ + ts ɿ ⁰	chen1267	671	SAND	19	
678	Chengdu-Liu-2007-201-108-1	Chengdu	Liu-2007-201-108	s a n ⁴⁵	chen1267	639	MOUNTAIN	139	
680	Chengdu-Liu-2007-201-11-1	Chengdu	Liu-2007-201-11	tsʰ a ŋ ²¹ + ts ɿ ⁵³	chen1267	1334	GUTS	538	
681	Chengdu-Liu-2007-201-11-1	Chengdu	Liu-2007-201-11	tsʰ a ŋ ²¹ + ts ɿ ⁵³	chen1267	1334	GUTS	19	
682	Chengdu-Liu-2007-201-110-1	Chengdu	Liu-2007-201-110	s au ⁵³	chen1267	1242	FEW	141	
683	Chengdu-Liu-2007-201-110-2	Chengdu	Liu-2007-201-110	k w a ⁵³	chen1267	1242	FEW	142	
684	Chengdu-Liu-2007-201-111-1	Chengdu	Liu-2007-201-111	s e ²¹ + tʰ ə ²¹	chen1267	1205	TONGUE	143	
685	Chengdu-Liu-2007-201-111-1	Chengdu	Liu-2007-201-111	s e ²¹ + tʰ ə ²¹	chen1267	1205	TONGUE	319	
686	Chengdu-Liu-2007-201-112-1	Chengdu	Liu-2007-201-112	s e ²¹	chen1267	730	SNAKE	148	
687	Chengdu-Liu-2007-201-112-2	Chengdu	Liu-2007-201-112	s o ⁴⁵ + l au ⁵³ + ə ²¹³	chen1267	730	SNAKE	151	
688	Chengdu-Liu-2007-201-112-2	Chengdu	Liu-2007-201-112	s o ⁴⁵ + l au ⁵³ + ə ²¹³	chen1267	730	SNAKE	27	
689	Chengdu-Liu-2007-201-112-2	Chengdu	Liu-2007-201-112	s o ⁴⁵ + l au ⁵³ + ə ²¹³	chen1267	730	SNAKE	258	
690	Chengdu-Liu-2007-201-113-1	Chengdu	Liu-2007-201-113	s w ə n ²¹ + ts ɿ ⁵³	chen1267	1218	ROPE	153	
691	Chengdu-Liu-2007-201-113-1	Chengdu	Liu-2007-201-113	s w ə n ²¹ + ts ɿ ⁵³	chen1267	1218	ROPE	19	
692	Chengdu-Liu-2007-201-113-2	Chengdu	Liu-2007-201-113	s w ə n ²¹ + s ə ²¹	chen1267	1218	ROPE	153	
693	Chengdu-Liu-2007-201-113-2	Chengdu	Liu-2007-201-113	s w ə n ²¹ + s ə ²¹	chen1267	1218	ROPE	154	
694	Chengdu-Liu-2007-201-113-3	Chengdu	Liu-2007-201-113	s o ²¹ + s ə ²¹	chen1267	1218	ROPE	154	
695	Chengdu-Liu-2007-201-113-3	Chengdu	Liu-2007-201-113	s o ²¹ + s ə ²¹	chen1267	1218	ROPE	35	
696	Chengdu-Liu-2007-201-113-4	Chengdu	Liu-2007-201-113	s o ²¹ + ts ɿ ²¹	chen1267	1218	ROPE	154	
697	Chengdu-Liu-2007-201-113-4	Chengdu	Liu-2007-201-113	s o ²¹ + ts ɿ ²¹	chen1267	1218	ROPE	19	
698	Chengdu-Liu-2007-201-114-1	Chengdu	Liu-2007-201-114	s e ²¹ + ts ɿ ⁵³	chen1267	1392	LOUSE	155	
699	Chengdu-Liu-2007-201-114-1	Chengdu	Liu-2007-201-114	s e ²¹ + ts ɿ ⁵³	chen1267	1392	LOUSE	19	
700	Chengdu-Liu-2007-201-115-1	Chengdu	Liu-2007-201-115	s ɿ ²¹	chen1267	1726	WET	161	
701	Chengdu-Liu-2007-201-116-1	Chengdu	Liu-2007-201-116	s a ²¹³ + ts ɿ ⁵³	chen1267	1236	WHAT	168	
702	Chengdu-Liu-2007-201-116-1	Chengdu	Liu-2007-201-116	s a ²¹³ + ts ɿ ⁵³	chen1267	1236	WHAT	19	
703	Chengdu-Liu-2007-201-117-1	Chengdu	Liu-2007-201-117	s j ɿ ²¹ + tʰ əu ²¹	chen1267	857	STONE	180	
704	Chengdu-Liu-2007-201-117-1	Chengdu	Liu-2007-201-117	s j ɿ ²¹ + tʰ əu ²¹	chen1267	857	STONE	319	
705	Chengdu-Liu-2007-201-118-1	Chengdu	Liu-2007-201-118	s əu ⁵³	chen1267	1277	HAND	182	
706	Chengdu-Liu-2007-201-119-1	Chengdu	Liu-2007-201-119	s u ²¹³	chen1267	906	TREE	134	
707	Chengdu-Liu-2007-201-12-1	Chengdu	Liu-2007-201-12	tsʰ a ŋ ²¹³	chen1267	1261	SING	539	
708	Chengdu-Liu-2007-201-120-1	Chengdu	Liu-2007-201-120	s u ²¹³ + pʰ i ²¹	chen1267	1204	BARK	134	
709	Chengdu-Liu-2007-201-120-1	Chengdu	Liu-2007-201-120	s u ²¹³ + pʰ i ²¹	chen1267	1204	BARK	16	
711	Chengdu-Liu-2007-201-121b-1	Chengdu	Liu-2007-201-121b	s u ⁵³	chen1267	1420	COUNT	185	
712	Chengdu-Liu-2007-201-122-1	Chengdu	Liu-2007-201-122	n a ⁵³ + k o ²¹³	chen1267	1235	WHO	188	
713	Chengdu-Liu-2007-201-122-1	Chengdu	Liu-2007-201-122	n a ⁵³ + k o ²¹³	chen1267	1235	WHO	56	
714	Chengdu-Liu-2007-201-123-1	Chengdu	Liu-2007-201-123	s w ei ⁵³	chen1267	948	WATER	194	
717	Chengdu-Liu-2007-201-125-1	Chengdu	Liu-2007-201-125	s w ei ²¹³	chen1267	1585	SLEEP	196	
718	Chengdu-Liu-2007-201-126-1	Chengdu	Liu-2007-201-126	tɕ y ²¹	chen1267	1421	SUCK	201	
719	Chengdu-Liu-2007-201-127-1	Chengdu	Liu-2007-201-127	s o ²¹	chen1267	1458	SAY	206	
720	Chengdu-Liu-2007-201-127-2	Chengdu	Liu-2007-201-127	p ai ⁵³	chen1267	1458	SAY	144	
721	Chengdu-Liu-2007-201-128-1	Chengdu	Liu-2007-201-128	s ɿ ⁴⁵ + kʰ ai ⁴⁵	chen1267	1437	SPLIT	212	
722	Chengdu-Liu-2007-201-128-1	Chengdu	Liu-2007-201-128	s ɿ ⁴⁵ + kʰ ai ⁴⁵	chen1267	1437	SPLIT	215	
723	Chengdu-Liu-2007-201-129-1	Chengdu	Liu-2007-201-129	s ɿ ⁵³	chen1267	1494	DIE	222	
724	Chengdu-Liu-2007-201-13-1	Chengdu	Liu-2007-201-13	ts a ⁴⁵ + ts a ⁵⁵	chen1267	2	DUST	433	
725	Chengdu-Liu-2007-201-13-1	Chengdu	Liu-2007-201-13	ts a ⁴⁵ + ts a ⁵⁵	chen1267	2	DUST	783	
726	Chengdu-Liu-2007-201-13-2	Chengdu	Liu-2007-201-13	ts a ⁴⁵ + ts ɿ ⁵³	chen1267	2	DUST	433	
727	Chengdu-Liu-2007-201-13-2	Chengdu	Liu-2007-201-13	ts a ⁴⁵ + ts ɿ ⁵³	chen1267	2	DUST	19	
728	Chengdu-Liu-2007-201-130-1	Chengdu	Liu-2007-201-130	s ɿ ²¹³	chen1267	1500	FOUR	225	
729	Chengdu-Liu-2007-201-131-1	Chengdu	Liu-2007-201-131	tʰ a ⁴⁵	chen1267	1211	HE	226	
730	Chengdu-Liu-2007-201-132-1	Chengdu	Liu-2007-201-132	tʰ a ⁴⁵ + m ə n ²¹	chen1267	817	THEY	226	
731	Chengdu-Liu-2007-201-132-1	Chengdu	Liu-2007-201-132	tʰ a ⁴⁵ + m ə n ²¹	chen1267	817	THEY	195	
732	Chengdu-Liu-2007-201-133-1	Chengdu	Liu-2007-201-133	tʰ ai ²¹³ + j a ŋ ²¹	chen1267	1343	SUN	239	
733	Chengdu-Liu-2007-201-133-1	Chengdu	Liu-2007-201-133	tʰ ai ²¹³ + j a ŋ ²¹	chen1267	1343	SUN	240	
734	Chengdu-Liu-2007-201-134-1	Chengdu	Liu-2007-201-134	s w ei ²¹³ + t au ⁵³	chen1267	1411	LIE (REST)	196	
735	Chengdu-Liu-2007-201-134-1	Chengdu	Liu-2007-201-134	s w ei ²¹³ + t au ⁵³	chen1267	1411	LIE (REST)	23	
736	Chengdu-Liu-2007-201-134-2	Chengdu	Liu-2007-201-134	s w ei ²¹³ + tɕʰ i ⁵³	chen1267	1411	LIE (REST)	196	
737	Chengdu-Liu-2007-201-134-2	Chengdu	Liu-2007-201-134	s w ei ²¹³ + tɕʰ i ⁵³	chen1267	1411	LIE (REST)	245	
738	Chengdu-Liu-2007-201-134-3	Chengdu	Liu-2007-201-134	tʰ a ŋ ⁵³ + t au ⁵³ + tɕʰ i ⁵³	chen1267	1411	LIE (REST)	244	
739	Chengdu-Liu-2007-201-134-3	Chengdu	Liu-2007-201-134	tʰ a ŋ ⁵³ + t au ⁵³ + tɕʰ i ⁵³	chen1267	1411	LIE (REST)	23	
740	Chengdu-Liu-2007-201-134-3	Chengdu	Liu-2007-201-134	tʰ a ŋ ⁵³ + t au ⁵³ + tɕʰ i ⁵³	chen1267	1411	LIE (REST)	245	
741	Chengdu-Liu-2007-201-135-1	Chengdu	Liu-2007-201-135	tʰ j ɛ n ⁴⁵	chen1267	1225	DAY (NOT NIGHT)	247	
742	Chengdu-Liu-2007-201-136-1	Chengdu	Liu-2007-201-136	tʰ j ɛ n ⁴⁵ + s a ŋ ²¹³	chen1267	1732	SKY	247	
743	Chengdu-Liu-2007-201-136-1	Chengdu	Liu-2007-201-136	tʰ j ɛ n ⁴⁵ + s a ŋ ²¹³	chen1267	1732	SKY	249	
744	Chengdu-Liu-2007-201-137-1	Chengdu	Liu-2007-201-137	tʰ i n ⁴⁵ + t au ⁵³	chen1267	1408	HEAR	252	
745	Chengdu-Liu-2007-201-137-1	Chengdu	Liu-2007-201-137	tʰ i n ⁴⁵ + t au ⁵³	chen1267	1408	HEAR	254	
746	Chengdu-Liu-2007-201-138-1	Chengdu	Liu-2007-201-138	tʰ əu ²¹	chen1267	1256	HEAD	79	
749	Chengdu-Liu-2007-201-14-1	Chengdu	Liu-2007-201-14	tsʰ ɿ ²¹	chen1267	1336	EAT	547	
750	Chengdu-Liu-2007-201-140-1	Chengdu	Liu-2007-201-140	tʰ u ⁵³ + t i ²¹³	chen1267	1228	EARTH (SOIL)	264	
751	Chengdu-Liu-2007-201-140-1	Chengdu	Liu-2007-201-140	tʰ u ⁵³ + t i ²¹³	chen1267	1228	EARTH (SOIL)	265	
752	Chengdu-Liu-2007-201-140-2	Chengdu	Liu-2007-201-140	t i ²¹³	chen1267	1228	EARTH (SOIL)	265	
753	Chengdu-Liu-2007-201-141-1	Chengdu	Liu-2007-201-141	tʰ u ⁵³	chen1267	1440	SPIT	1	
754	Chengdu-Liu-2007-201-142-1	Chengdu	Liu-2007-201-142	tʰ w ei ⁴⁵	chen1267	1452	PUSH	268	
755	Chengdu-Liu-2007-201-143-1	Chengdu	Liu-2007-201-143	tʰ w ei ⁵³	chen1267	1297	LEG	275	
756	Chengdu-Liu-2007-201-144-1	Chengdu	Liu-2007-201-144	w a ⁴⁵	chen1267	1418	DIG	280	
757	Chengdu-Liu-2007-201-144-2	Chengdu	Liu-2007-201-144	pʰ au ²¹	chen1267	1418	DIG	281	
758	Chengdu-Liu-2007-201-144-3	Chengdu	Liu-2007-201-144	ts w a ²¹	chen1267	1418	DIG	282	
759	Chengdu-Liu-2007-201-145-1	Chengdu	Liu-2007-201-145	s w a ⁵³	chen1267	1413	PLAY	286	
760	Chengdu-Liu-2007-201-146-1	Chengdu	Liu-2007-201-146	w a n ⁵³ + s a ŋ ²¹³	chen1267	1233	NIGHT	295	
761	Chengdu-Liu-2007-201-146-1	Chengdu	Liu-2007-201-146	w a n ⁵³ + s a ŋ ²¹³	chen1267	1233	NIGHT	249	
762	Chengdu-Liu-2007-201-146-2	Chengdu	Liu-2007-201-146	x e ²¹ + l əu ²¹	chen1267	1233	NIGHT	296	
763	Chengdu-Liu-2007-201-146-2	Chengdu	Liu-2007-201-146	x e ²¹ + l əu ²¹	chen1267	1233	NIGHT	5	
764	Chengdu-Liu-2007-201-147-1	Chengdu	Liu-2007-201-147	w ei ⁵³ + p a ⁵⁵	chen1267	1220	TAIL	308	
765	Chengdu-Liu-2007-201-147-1	Chengdu	Liu-2007-201-147	w ei ⁵³ + p a ⁵⁵	chen1267	1220	TAIL	309	
766	Chengdu-Liu-2007-201-147-2	Chengdu	Liu-2007-201-147	w ei ⁵³ + ts ɿ ⁵³	chen1267	1220	TAIL	308	
767	Chengdu-Liu-2007-201-147-2	Chengdu	Liu-2007-201-147	w ei ⁵³ + ts ɿ ⁵³	chen1267	1220	TAIL	19	
768	Chengdu-Liu-2007-201-148-1	Chengdu	Liu-2007-201-148	w ə n ²¹	chen1267	1586	SMELL (PERCEIVE)	310	
769	Chengdu-Liu-2007-201-149-1	Chengdu	Liu-2007-201-149	ŋ o ⁵³	chen1267	1209	I	313	
770	Chengdu-Liu-2007-201-15-1	Chengdu	Liu-2007-201-15	ts ɿ ²¹³ + p a ŋ ⁵³	chen1267	1257	WING	551	
771	Chengdu-Liu-2007-201-15-1	Chengdu	Liu-2007-201-15	ts ɿ ²¹³ + p a ŋ ⁵³	chen1267	1257	WING	276	
772	Chengdu-Liu-2007-201-150-1	Chengdu	Liu-2007-201-150	ŋ o ⁵³ + m m̩ ⁵⁵	chen1267	1212	WE	313	
773	Chengdu-Liu-2007-201-150-1	Chengdu	Liu-2007-201-150	ŋ o ⁵³ + m m̩ ⁵⁵	chen1267	1212	WE	195	
774	Chengdu-Liu-2007-201-151-1	Chengdu	Liu-2007-201-151	u ⁵³	chen1267	493	FIVE	324	
775	Chengdu-Liu-2007-201-152-1	Chengdu	Liu-2007-201-152	u ²¹³	chen1267	249	FOG	325	
779	Chengdu-Liu-2007-201-154-1	Chengdu	Liu-2007-201-154	ɕ i ⁵³	chen1267	1453	WASH	346	
781	Chengdu-Liu-2007-201-156-1	Chengdu	Liu-2007-201-156	ɕ j au ⁵³	chen1267	1246	SMALL	49	
782	Chengdu-Liu-2007-201-157-1	Chengdu	Liu-2007-201-157	ɕ j au ²¹³	chen1267	1355	LAUGH	350	
783	Chengdu-Liu-2007-201-158-1	Chengdu	Liu-2007-201-158	ɕ i n ⁴⁵	chen1267	1223	HEART	352	
784	Chengdu-Liu-2007-201-158-2	Chengdu	Liu-2007-201-158	ɕ i n ⁴⁵	chen1267	1223	HEART	352	
785	Chengdu-Liu-2007-201-159-1	Chengdu	Liu-2007-201-159	ɕ i n ⁴⁵	chen1267	1231	NEW	355	
786	Chengdu-Liu-2007-201-16-1	Chengdu	Liu-2007-201-16	tsʰ o ŋ ²¹	chen1267	1219	WORM	159	
787	Chengdu-Liu-2007-201-160-1	Chengdu	Liu-2007-201-160	ɕ i n ⁴⁵ + ɕ j ə ⁵⁵	chen1267	1430	STAR	356	
788	Chengdu-Liu-2007-201-160-1	Chengdu	Liu-2007-201-160	ɕ i n ⁴⁵ + ɕ j ə ⁵⁵	chen1267	1430	STAR	318	
789	Chengdu-Liu-2007-201-160-2	Chengdu	Liu-2007-201-160	ɕ i n ⁴⁵ + ɕ j ə ²¹³	chen1267	1430	STAR	356	
790	Chengdu-Liu-2007-201-160-2	Chengdu	Liu-2007-201-160	ɕ i n ⁴⁵ + ɕ j ə ²¹³	chen1267	1430	STAR	357	
791	Chengdu-Liu-2007-201-161-1	Chengdu	Liu-2007-201-161	ɕ ɥ e ²¹	chen1267	784	SNOW	358	
792	Chengdu-Liu-2007-201-162-1	Chengdu	Liu-2007-201-162	ɕ ɥ e ²¹	chen1267	946	BLOOD	359	
793	Chengdu-Liu-2007-201-163-1	Chengdu	Liu-2007-201-163	ts a ²¹³	chen1267	1414	SQUEEZE	362	
794	Chengdu-Liu-2007-201-163-2	Chengdu	Liu-2007-201-163	ŋ a ⁴⁵	chen1267	1414	SQUEEZE	360	
795	Chengdu-Liu-2007-201-164-1	Chengdu	Liu-2007-201-164	j a ²¹ + tsʰ ɿ ⁰	chen1267	1380	TOOTH	363	
796	Chengdu-Liu-2007-201-164-1	Chengdu	Liu-2007-201-164	j a ²¹ + tsʰ ɿ ⁰	chen1267	1380	TOOTH	364	
797	Chengdu-Liu-2007-201-165-1	Chengdu	Liu-2007-201-165	j ɛ n ⁴⁵ + j ə ⁵⁵	chen1267	778	SMOKE (EXHAUST)	366	
798	Chengdu-Liu-2007-201-165-1	Chengdu	Liu-2007-201-165	j ɛ n ⁴⁵ + j ə ⁵⁵	chen1267	778	SMOKE (EXHAUST)	335	
799	Chengdu-Liu-2007-201-165-2	Chengdu	Liu-2007-201-165	j ɛ n ⁴⁵ + ts ɿ ⁵³	chen1267	778	SMOKE (EXHAUST)	366	
800	Chengdu-Liu-2007-201-165-2	Chengdu	Liu-2007-201-165	j ɛ n ⁴⁵ + ts ɿ ⁵³	chen1267	778	SMOKE (EXHAUST)	19	
801	Chengdu-Liu-2007-201-166-1	Chengdu	Liu-2007-201-166	j ɛ n ²¹ + p a ⁵⁵	chen1267	1274	SALT	367	
