	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	ISO_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
1054	Azuay-45_breast-1	Azuay	45_breast	q i n ʒ u	azua1234	nan	1402	BREAST	694	
1055	Azuay-45_breast-2	Azuay	45_breast	p u g ɾ u	azua1234	nan	1402	BREAST	181	
1056	Azuay-46_heart-1	Azuay	46_heart	ʃ u n g u	azua1234	nan	1223	HEART	328	
1057	Azuay-47_dog-1	Azuay	47_dog	a ʎ k u	azua1234	nan	2009	DOG	19	
1058	Azuay-48_fox-1	Azuay	48_fox	a ɲ a s	azua1234	nan	1312	FOX	227	
1059	Azuay-48_fox-2	Azuay	48_fox	j a l u	azua1234	nan	1312	FOX	866	
1060	Azuay-49_mouse-1	Azuay	49_mouse	u k u + tʃ a	azua1234	nan	1491	MOUSE	535	
1061	Azuay-4_four-1	Azuay	4_four	tʃ u s k u	azua1234	nan	1500	FOUR	215	
1062	Azuay-50_bird-1	Azuay	50_bird	p i ʃ k u	azua1234	nan	937	BIRD	276	
1063	Azuay-51_worm-1	Azuay	51_worm	k u ɾ u	azua1234	nan	1219	WORM	828	
1064	Azuay-52_louse-1	Azuay	52_louse	u s a	azua1234	nan	1392	LOUSE	490	
1065	Azuay-53_egg-1	Azuay	53_egg	ɾ u r u	azua1234	nan	744	EGG	182	
1066	Azuay-54_horn-1	Azuay	54_horn	g a tʃ u	azua1234	nan	1393	HORN (ANATOMY)	381	
1067	Azuay-55_tail-1	Azuay	55_tail	tʃ u p a	azua1234	nan	1220	TAIL	729	
1068	Azuay-57_manswperson-1	Azuay	57_manswperson	ʃ u g + ɾ u n a	azua1234	nan	683	PERSON	507	
1069	Azuay-58_manswadultmale-1	Azuay	58_manswadultmale	k a ɾ i	azua1234	nan	1554	MAN	498	
1070	Azuay-59_woman-1	Azuay	59_woman	w a ɾ m i	azua1234	nan	962	WOMAN	822	
1071	Azuay-5_five-1	Azuay	5_five	p i tʃ k a	azua1234	nan	493	FIVE	162	
1072	Azuay-60_name-1	Azuay	60_name	ʃ u t i	azua1234	nan	1405	NAME	548	
1073	Azuay-61_brothermans-1	Azuay	61_brothermans	w au k i	azua1234	nan	559	BROTHER (OF MAN)	740	
1074	Azuay-62_brotherwomans-1	Azuay	62_brotherwomans	t u ɾ i	azua1234	nan	560	BROTHER (OF WOMAN)	781	
1075	Azuay-63_sistermans-1	Azuay	63_sistermans	p a n i	azua1234	nan	561	SISTER (OF MAN)	660	
1076	Azuay-64_sisterwomans-1	Azuay	64_sisterwomans	ɲ a ɲ a	azua1234	nan	562	SISTER (OF WOMAN)	665	
1077	Azuay-65_husband-1	Azuay	65_husband	k u s a	azua1234	nan	1200	HUSBAND	389	
1078	Azuay-66_day-1	Azuay	66_day	p u n ʒ a	azua1234	nan	1225	DAY (NOT NIGHT)	875	
1079	Azuay-67_night-1	Azuay	67_night	t u t a	azua1234	nan	1233	NIGHT	559	
1080	Azuay-68_sun-1	Azuay	68_sun	i n t i	azua1234	nan	1343	SUN	717	
1081	Azuay-69_moon-1	Azuay	69_moon	k i ʎ a	azua1234	nan	1313	MOON	527	
1082	Azuay-6_six-1	Azuay	6_six	s o g t a	azua1234	nan	1703	SIX	673	
1083	Azuay-70_star-1	Azuay	70_star	k ui ʎ u ɾ	azua1234	nan	1430	STAR	704	
1084	Azuay-71_shadow-1	Azuay	71_shadow	ʎ a n d u	azua1234	nan	1388	SHADE	655	
1085	Azuay-72_water-1	Azuay	72_water	j a k u	azua1234	nan	948	WATER	335	
1086	Azuay-73_river-1	Azuay	73_river	h a t u n + j a k u	azua1234	nan	666	RIVER	480	
1087	Azuay-74_mountain-1	Azuay	74_mountain	u ɾ k u	azua1234	nan	639	MOUNTAIN	532	
1088	Azuay-75_fire-1	Azuay	75_fire	n i n a	azua1234	nan	221	FIRE	153	
1089	Azuay-76_smoke-1	Azuay	76_smoke	k u s n i	azua1234	nan	778	SMOKE (EXHAUST)	685	
1090	Azuay-77_ash-1	Azuay	77_ash	u tʃ u p a	azua1234	nan	646	ASH	2	
1091	Azuay-78_stone-1	Azuay	78_stone	ɾ u m i	azua1234	nan	857	STONE	709	
1092	Azuay-79_sand-1	Azuay	79_sand	t i j u	azua1234	nan	671	SAND	635	
1093	Azuay-7_seven-1	Azuay	7_seven	k a n tʃ i s	azua1234	nan	1704	SEVEN	647	
1094	Azuay-80_gold-1	Azuay	80_gold	k u ɾ i	azua1234	nan	1369	GOLD	260	
1095	Azuay-81_rain-1	Azuay	81_rain	t a m j a	azua1234	nan	2108	RAINING OR RAIN	594	
1096	Azuay-82_cloud-1	Azuay	82_cloud	p u j u	azua1234	nan	1489	CLOUD	821	
1097	Azuay-83_wind-1	Azuay	83_wind	w ai ɾ a	azua1234	nan	960	WIND	806	
1098	Azuay-84_bread-1	Azuay	84_bread	t a n d a	azua1234	nan	1368	BREAD	658	
1099	Azuay-85_meatswflesh-1	Azuay	85_meatswflesh	ai tʃ a	azua1234	nan	2615	FLESH OR MEAT	522	
1100	Azuay-86_salt-1	Azuay	86_salt	k a tʃ i	azua1234	nan	1274	SALT	632	
1101	Azuay-87_fatgrease-1	Azuay	87_fatgrease	w i ɾ a	azua1234	nan	323	FAT (ORGANIC SUBSTANCE)	135	
1102	Azuay-88_seed-1	Azuay	88_seed	m u j u	azua1234	nan	714	SEED	308	
1103	Azuay-89_tree-1	Azuay	89_tree	j u ɾ a	azua1234	nan	906	TREE	767	
1104	Azuay-8_eight-1	Azuay	8_eight	p u s a g	azua1234	nan	1705	EIGHT	75	
1105	Azuay-90_root-1	Azuay	90_root	s a p i	azua1234	nan	670	ROOT	616	
1106	Azuay-91_branch-1	Azuay	91_branch	k a ʎ m a	azua1234	nan	1531	BRANCH	620	
1107	Azuay-91_branch-2	Azuay	91_branch	t a n k a	azua1234	nan	1531	BRANCH	201	
1108	Azuay-92_leaf-1	Azuay	92_leaf	p a n g a	azua1234	nan	628	LEAF	425	
1109	Azuay-93_grass-1	Azuay	93_grass	k i w a	azua1234	nan	606	GRASS	197	
1110	Azuay-93_grass-2	Azuay	93_grass	j u j u	azua1234	nan	606	GRASS	146	
1111	Azuay-94_flower-1	Azuay	94_flower	s i s a	azua1234	nan	239	FLOWER	170	
1112	Azuay-95_rope-1	Azuay	95_rope	w a s k a	azua1234	nan	1218	ROPE	624	
1113	Azuay-96_road-1	Azuay	96_road	ɲ a n	azua1234	nan	667	ROAD	610	
1114	Azuay-97_black-1	Azuay	97_black	j a n a	azua1234	nan	163	BLACK	467	
1115	Azuay-98_white-1	Azuay	98_white	j u ɾ a g	azua1234	nan	1335	WHITE	798	
1116	Azuay-99_red-1	Azuay	99_red	p u k a	azua1234	nan	156	RED	597	
1117	Azuay-99_red-2	Azuay	99_red	p i tʃ i	azua1234	nan	156	RED	582	
1118	Azuay-9_nine-1	Azuay	9_nine	i s k u n	azua1234	nan	1483	NINE	567	
1264	Cacra-Hongos-101_yellow-1	Cacra-Hongos	101_yellow	q a l w a	cacr1238	nan	1424	YELLOW	834	
1265	Cacra-Hongos-102_big-1	Cacra-Hongos	102_big	h a t u n	cacr1238	nan	1202	BIG	189	
1266	Cacra-Hongos-103_highup-1	Cacra-Hongos	103_highup	h a n ai	cacr1238	nan	1591	UP	359	
1267	Cacra-Hongos-103_highup-2	Cacra-Hongos	103_highup	w i ʈ ai	cacr1238	nan	1591	UP	362	
1268	Cacra-Hongos-104_small-1	Cacra-Hongos	104_small	t a k s a	cacr1238	nan	1246	SMALL	862	
1269	Cacra-Hongos-104_small-2	Cacra-Hongos	104_small	u tʃ u k	cacr1238	nan	1246	SMALL	512	
1270	Cacra-Hongos-105_youngfemale-1	Cacra-Hongos	105_youngfemale	ʃ i p a ʃ	cacr1238	nan	563	YOUNG (OF WOMAN)	837	
1271	Cacra-Hongos-106_youngmale-1	Cacra-Hongos	106_youngmale	m a q t a	cacr1238	nan	564	YOUNG (OF MAN)	102	
1272	Cacra-Hongos-107_oldman-1	Cacra-Hongos	107_oldman	au k i ʃ	cacr1238	nan	565	OLD (OF MAN)	871	
1273	Cacra-Hongos-108_oldwoman-1	Cacra-Hongos	108_oldwoman	p a j a	cacr1238	nan	566	OLD (OF WOMAN)	587	
1274	Cacra-Hongos-108_oldwoman-2	Cacra-Hongos	108_oldwoman	tʃ a k w a ʃ	cacr1238	nan	566	OLD (OF WOMAN)	588	
1275	Cacra-Hongos-109_besick-1	Cacra-Hongos	109_besick	q i ʃ a	cacr1238	nan	1847	SICK	3	
1276	Cacra-Hongos-10_ten-1	Cacra-Hongos	10_ten	ʈ u n k a	cacr1238	nan	1515	TEN	733	
1277	Cacra-Hongos-110_tire-1	Cacra-Hongos	110_tire	p i ʃ i p a	cacr1238	nan	1996	GET TIRED	755	
1278	Cacra-Hongos-111_many-1	Cacra-Hongos	111_many	a tʃ k a	cacr1238	nan	1198	MANY	515	
1279	Cacra-Hongos-112_full-1	Cacra-Hongos	112_full	h u n t a	cacr1238	nan	1429	FULL	233	
1280	Cacra-Hongos-114_heavy-1	Cacra-Hongos	114_heavy	ʎ a s a	cacr1238	nan	1210	HEAVY	339	
1281	Cacra-Hongos-116_faraway-1	Cacra-Hongos	116_faraway	k a l u	cacr1238	nan	1406	FAR	124	
1282	Cacra-Hongos-117_warmhotsw-1	Cacra-Hongos	117_warmhotsw	q o n i	cacr1238	nan	2272	HOT OR WARM	783	
1283	Cacra-Hongos-118_cold-1	Cacra-Hongos	118_cold	a l a l ai	cacr1238	nan	1287	COLD	853	
1284	Cacra-Hongos-119_dry-1	Cacra-Hongos	119_dry	tʃ a k i	cacr1238	nan	1398	DRY	40	
1285	Cacra-Hongos-11_year-1	Cacra-Hongos	11_year	w a t a	cacr1238	nan	1226	YEAR	830	
1286	Cacra-Hongos-120_sweet-1	Cacra-Hongos	120_sweet	m i ʃ k i	cacr1238	nan	717	SWEET	721	
1287	Cacra-Hongos-121_happybe-1	Cacra-Hongos	121_happybe	k u ʃ i	cacr1238	nan	1495	HAPPY	303	
1288	Cacra-Hongos-122_new-1	Cacra-Hongos	122_new	m u ʃ o q	cacr1238	nan	1231	NEW	557	
1289	Cacra-Hongos-123_goto-1	Cacra-Hongos	123_goto	ai w a	cacr1238	nan	695	GO	101	
1290	Cacra-Hongos-123_goto-2	Cacra-Hongos	123_goto	l i	cacr1238	nan	695	GO	251	
1291	Cacra-Hongos-124_cometo-1	Cacra-Hongos	124_cometo	h a m u	cacr1238	nan	1446	COME	860	
1292	Cacra-Hongos-126_standto-1	Cacra-Hongos	126_standto	h a j a	cacr1238	nan	1442	STAND	701	
1293	Cacra-Hongos-127_sitto-1	Cacra-Hongos	127_sitto	t i j a	cacr1238	nan	1416	SIT	668	
1294	Cacra-Hongos-129_flyto-1	Cacra-Hongos	129_flyto	p a w a	cacr1238	nan	1441	FLY (MOVE THROUGH AIR)	183	
1295	Cacra-Hongos-12_righthandside-1	Cacra-Hongos	12_righthandside	a ʎ e q	cacr1238	nan	1019	RIGHT	601	
1296	Cacra-Hongos-130_hideto-1	Cacra-Hongos	130_hideto	p a k a	cacr1238	nan	602	HIDE (CONCEAL)	348	
1297	Cacra-Hongos-131_eatto-1	Cacra-Hongos	131_eatto	m i k u	cacr1238	nan	1336	EAT	57	
1298	Cacra-Hongos-132_drinkto-1	Cacra-Hongos	132_drinkto	u p j a	cacr1238	nan	1401	DRINK	30	
1299	Cacra-Hongos-133_biteto-1	Cacra-Hongos	133_biteto	k a n i	cacr1238	nan	1403	BITE	373	
1300	Cacra-Hongos-134_suckto-1	Cacra-Hongos	134_suckto	ʃ o q u	cacr1238	nan	1421	SUCK	713	
1301	Cacra-Hongos-135_lickto-1	Cacra-Hongos	135_lickto	ʎ a q w a	cacr1238	nan	319	LICK	449	
1302	Cacra-Hongos-136_spitto-1	Cacra-Hongos	136_spitto	t o q a	cacr1238	nan	1440	SPIT	700	
1303	Cacra-Hongos-137_sleepto-1	Cacra-Hongos	137_sleepto	p u ɲ u	cacr1238	nan	1585	SLEEP	680	
1304	Cacra-Hongos-138_liveto-1	Cacra-Hongos	138_liveto	k au s a	cacr1238	nan	1422	BE ALIVE	482	
1305	Cacra-Hongos-139_dieto-1	Cacra-Hongos	139_dieto	w a ɲ u	cacr1238	nan	1494	DIE	12	
1306	Cacra-Hongos-13_lefthandside-1	Cacra-Hongos	13_lefthandside	i tʃ o q	cacr1238	nan	244	LEFT	435	
1307	Cacra-Hongos-140_seeto-1	Cacra-Hongos	140_seeto	q a w a	cacr1238	nan	1409	SEE	641	
1308	Cacra-Hongos-140_seeto-2	Cacra-Hongos	140_seeto	l i k a	cacr1238	nan	1409	SEE	640	
1309	Cacra-Hongos-141_hearto-1	Cacra-Hongos	141_hearto	u j a	cacr1238	nan	1408	HEAR	319	
1310	Cacra-Hongos-142_knowto-1	Cacra-Hongos	142_knowto	j a ʈ a	cacr1238	nan	1410	KNOW (SOMETHING)	409	
1311	Cacra-Hongos-143_thinkoveraboutto-1	Cacra-Hongos	143_thinkoveraboutto	j u j a	cacr1238	nan	1415	THINK (REFLECT)	737	
1312	Cacra-Hongos-144_speakto-1	Cacra-Hongos	144_speakto	l i m a	cacr1238	nan	1623	SPEAK	691	
1313	Cacra-Hongos-145_laughto-1	Cacra-Hongos	145_laughto	a s i	cacr1238	nan	1355	LAUGH	416	
1314	Cacra-Hongos-146_cryto-1	Cacra-Hongos	146_cryto	w a q a	cacr1238	nan	1839	CRY	869	
1315	Cacra-Hongos-147_giveto-1	Cacra-Hongos	147_giveto	q o	cacr1238	nan	1447	GIVE	243	
1316	Cacra-Hongos-148_sewto-1	Cacra-Hongos	148_sewto	s i l a	cacr1238	nan	1457	SEW	652	
1317	Cacra-Hongos-148_sewto-2	Cacra-Hongos	148_sewto	u t k a	cacr1238	nan	1457	SEW	654	
1318	Cacra-Hongos-148_sewto-3	Cacra-Hongos	148_sewto	h i l a	cacr1238	nan	1457	SEW	521	
1319	Cacra-Hongos-149_hitto-1	Cacra-Hongos	149_hitto	m a q a	cacr1238	nan	353	STRIKE	256	
1320	Cacra-Hongos-14_weinclusive-1	Cacra-Hongos	14_weinclusive	ɲ o q a n tʃ i k	cacr1238	nan	1131	WE (INCLUSIVE)	791	
1321	Cacra-Hongos-150_pushto-1	Cacra-Hongos	150_pushto	t a n q a	cacr1238	nan	1452	PUSH	593	
1322	Cacra-Hongos-15_thouyousg-1	Cacra-Hongos	15_thouyousg	q a m	cacr1238	nan	1215	THOU	748	
1323	Cacra-Hongos-16_not-1	Cacra-Hongos	16_not	m a n a	cacr1238	nan	1240	NOT	574	
1324	Cacra-Hongos-17_what-1	Cacra-Hongos	17_what	i m a	cacr1238	nan	1236	WHAT	794	
1325	Cacra-Hongos-18_who-1	Cacra-Hongos	18_who	p i	cacr1238	nan	1235	WHO	801	
1326	Cacra-Hongos-19_this-1	Cacra-Hongos	19_this	k ai	cacr1238	nan	1214	THIS	746	
1327	Cacra-Hongos-1_one-1	Cacra-Hongos	1_one	h u k	cacr1238	nan	1493	ONE	590	
1328	Cacra-Hongos-20_with-1	Cacra-Hongos	20_with	w a n	cacr1238	nan	1340	WITH	816	
1329	Cacra-Hongos-21_head-1	Cacra-Hongos	21_head	u m a	cacr1238	nan	1256	HEAD	309	
1330	Cacra-Hongos-23_forehead-1	Cacra-Hongos	23_forehead	p a q ʈ a	cacr1238	nan	123	FOREHEAD	206	
1331	Cacra-Hongos-24_hair-1	Cacra-Hongos	24_hair	a q tʃ a	cacr1238	nan	2648	HAIR (HEAD)	287	
1332	Cacra-Hongos-25_eye-1	Cacra-Hongos	25_eye	ɲ a w i	cacr1238	nan	1248	EYE	104	
1333	Cacra-Hongos-26_nose-1	Cacra-Hongos	26_nose	s e ŋ q a	cacr1238	nan	1221	NOSE	571	
1334	Cacra-Hongos-27_ear-1	Cacra-Hongos	27_ear	l i n l i	cacr1238	nan	1247	EAR	48	
1335	Cacra-Hongos-28_mouth-1	Cacra-Hongos	28_mouth	ʃ i m i	cacr1238	nan	674	MOUTH	543	
1336	Cacra-Hongos-2_two-1	Cacra-Hongos	2_two	i ʃ k ai	cacr1238	nan	1498	TWO	774	
1337	Cacra-Hongos-30_tongue-1	Cacra-Hongos	30_tongue	q a ʎ u	cacr1238	nan	1205	TONGUE	759	
1338	Cacra-Hongos-31_tooth-1	Cacra-Hongos	31_tooth	k i l u	cacr1238	nan	1380	TOOTH	761	
1339	Cacra-Hongos-32_hand-1	Cacra-Hongos	32_hand	m a k i	cacr1238	nan	1277	HAND	295	
1340	Cacra-Hongos-33_elbow-1	Cacra-Hongos	33_elbow	k u ʈ u ʃ	cacr1238	nan	981	ELBOW	84	
1341	Cacra-Hongos-34_neck-1	Cacra-Hongos	34_neck	k u n k a	cacr1238	nan	1333	NECK	554	
1342	Cacra-Hongos-35_back-1	Cacra-Hongos	35_back	w a ʃ a	cacr1238	nan	1291	BACK	615	
1343	Cacra-Hongos-36_foot-1	Cacra-Hongos	36_foot	ʈ a k i	cacr1238	nan	1301	FOOT	764	
1344	Cacra-Hongos-37_leg-1	Cacra-Hongos	37_leg	ʈ a k i	cacr1238	nan	1297	LEG	764	
1345	Cacra-Hongos-38_knee-1	Cacra-Hongos	38_knee	q o n q o l	cacr1238	nan	1371	KNEE	399	
1346	Cacra-Hongos-39_blood-1	Cacra-Hongos	39_blood	j a w a l	cacr1238	nan	946	BLOOD	537	
1347	Cacra-Hongos-3_three-1	Cacra-Hongos	3_three	k i m s a	cacr1238	nan	492	THREE	750	
1348	Cacra-Hongos-40_bone-1	Cacra-Hongos	40_bone	t u ʎ u	cacr1238	nan	1394	BONE	581	
1349	Cacra-Hongos-41_skin-1	Cacra-Hongos	41_skin	q a l a	cacr1238	nan	763	SKIN	677	
1350	Cacra-Hongos-42_fingernail-1	Cacra-Hongos	42_fingernail	s i ʎ u	cacr1238	nan	1258	FINGERNAIL	147	
1351	Cacra-Hongos-43_bellystomach-1	Cacra-Hongos	43_bellystomach	w i k s a	cacr1238	nan	1251	BELLY	83	
1352	Cacra-Hongos-44_navel-1	Cacra-Hongos	44_navel	p u p u	cacr1238	nan	1838	NAVEL	550	
1353	Cacra-Hongos-45_breast-1	Cacra-Hongos	45_breast	tʃ i tʃ i	cacr1238	nan	1402	BREAST	696	
1354	Cacra-Hongos-45_breast-2	Cacra-Hongos	45_breast	ɲ u ɲ u	cacr1238	nan	1402	BREAST	697	
1355	Cacra-Hongos-46_heart-1	Cacra-Hongos	46_heart	ʃ o ŋ q u	cacr1238	nan	1223	HEART	328	
1356	Cacra-Hongos-47_dog-1	Cacra-Hongos	47_dog	a ʎ q o	cacr1238	nan	2009	DOG	19	
1357	Cacra-Hongos-48_fox-1	Cacra-Hongos	48_fox	a t o q	cacr1238	nan	1312	FOX	224	
1358	Cacra-Hongos-49_mouse-1	Cacra-Hongos	49_mouse	u k u + tʃ a	cacr1238	nan	1491	MOUSE	535	
1359	Cacra-Hongos-4_four-1	Cacra-Hongos	4_four	t a w a	cacr1238	nan	1500	FOUR	214	
1360	Cacra-Hongos-50_bird-1	Cacra-Hongos	50_bird	p i ʃ q o	cacr1238	nan	937	BIRD	276	
1361	Cacra-Hongos-51_worm-1	Cacra-Hongos	51_worm	u l u	cacr1238	nan	1219	WORM	828	
1362	Cacra-Hongos-52_louse-1	Cacra-Hongos	52_louse	u s a	cacr1238	nan	1392	LOUSE	490	
1363	Cacra-Hongos-53_egg-1	Cacra-Hongos	53_egg	l u n t u	cacr1238	nan	744	EGG	68	
1364	Cacra-Hongos-54_horn-1	Cacra-Hongos	54_horn	w a q l a	cacr1238	nan	1393	HORN (ANATOMY)	380	
1365	Cacra-Hongos-55_tail-1	Cacra-Hongos	55_tail	ʈ u p a	cacr1238	nan	1220	TAIL	729	
1366	Cacra-Hongos-56_wing-1	Cacra-Hongos	56_wing	ʃ i k l a	cacr1238	nan	1257	WING	810	
1367	Cacra-Hongos-58_manswadultmale-1	Cacra-Hongos	58_manswadultmale	q a l i	cacr1238	nan	1554	MAN	498	
1368	Cacra-Hongos-59_woman-1	Cacra-Hongos	59_woman	w a l m i	cacr1238	nan	962	WOMAN	822	
1369	Cacra-Hongos-5_five-1	Cacra-Hongos	5_five	p i tʃ q a	cacr1238	nan	493	FIVE	162	
1370	Cacra-Hongos-60_name-1	Cacra-Hongos	60_name	h u t i	cacr1238	nan	1405	NAME	548	
1371	Cacra-Hongos-61_brothermans-1	Cacra-Hongos	61_brothermans	w au q i	cacr1238	nan	559	BROTHER (OF MAN)	740	
1372	Cacra-Hongos-62_brotherwomans-1	Cacra-Hongos	62_brotherwomans	t u l i	cacr1238	nan	560	BROTHER (OF WOMAN)	781	
1373	Cacra-Hongos-63_sistermans-1	Cacra-Hongos	63_sistermans	p a n i	cacr1238	nan	561	SISTER (OF MAN)	660	
1374	Cacra-Hongos-64_sisterwomans-1	Cacra-Hongos	64_sisterwomans	ɲ a ɲ a	cacr1238	nan	562	SISTER (OF WOMAN)	665	
1375	Cacra-Hongos-65_husband-1	Cacra-Hongos	65_husband	q a l i	cacr1238	nan	1200	HUSBAND	498	
1376	Cacra-Hongos-65_husband-2	Cacra-Hongos	65_husband	q o s a	cacr1238	nan	1200	HUSBAND	389	
1377	Cacra-Hongos-66_day-1	Cacra-Hongos	66_day	p u n ʈ au	cacr1238	nan	1225	DAY (NOT NIGHT)	875	
1378	Cacra-Hongos-67_night-1	Cacra-Hongos	67_night	t u t a	cacr1238	nan	1233	NIGHT	559	
1379	Cacra-Hongos-68_sun-1	Cacra-Hongos	68_sun	i n t i	cacr1238	nan	1343	SUN	717	
1380	Cacra-Hongos-69_moon-1	Cacra-Hongos	69_moon	k i ʎ a	cacr1238	nan	1313	MOON	527	
1381	Cacra-Hongos-6_six-1	Cacra-Hongos	6_six	h o q t a	cacr1238	nan	1703	SIX	673	
1382	Cacra-Hongos-70_star-1	Cacra-Hongos	70_star	ʃ u s i l u	cacr1238	nan	1430	STAR	705	
1383	Cacra-Hongos-70_star-2	Cacra-Hongos	70_star	q oi ʎ u l	cacr1238	nan	1430	STAR	704	
1384	Cacra-Hongos-71_shadow-1	Cacra-Hongos	71_shadow	ʃ a n t u	cacr1238	nan	1388	SHADE	655	
1385	Cacra-Hongos-72_water-1	Cacra-Hongos	72_water	j a k u	cacr1238	nan	948	WATER	335	
1386	Cacra-Hongos-73_river-1	Cacra-Hongos	73_river	m a j u	cacr1238	nan	666	RIVER	607	
1387	Cacra-Hongos-74_mountain-1	Cacra-Hongos	74_mountain	o l q u	cacr1238	nan	639	MOUNTAIN	532	
1388	Cacra-Hongos-75_fire-1	Cacra-Hongos	75_fire	n i n a	cacr1238	nan	221	FIRE	153	
1389	Cacra-Hongos-76_smoke-1	Cacra-Hongos	76_smoke	h u ʃ t a	cacr1238	nan	778	SMOKE (EXHAUST)	514	
1390	Cacra-Hongos-77_ash-1	Cacra-Hongos	77_ash	u ʈ p a	cacr1238	nan	646	ASH	2	
1391	Cacra-Hongos-78_stone-1	Cacra-Hongos	78_stone	l u m i	cacr1238	nan	857	STONE	709	
1392	Cacra-Hongos-79_sand-1	Cacra-Hongos	79_sand	a q o	cacr1238	nan	671	SAND	636	
1393	Cacra-Hongos-7_seven-1	Cacra-Hongos	7_seven	q a n tʃ i s	cacr1238	nan	1704	SEVEN	647	
1394	Cacra-Hongos-81_rain-1	Cacra-Hongos	81_rain	t a m j a	cacr1238	nan	2108	RAINING OR RAIN	594	
1395	Cacra-Hongos-82_cloud-1	Cacra-Hongos	82_cloud	p u k u t ai	cacr1238	nan	1489	CLOUD	848	
1396	Cacra-Hongos-83_wind-1	Cacra-Hongos	83_wind	w ai l a	cacr1238	nan	960	WIND	806	
1397	Cacra-Hongos-84_bread-1	Cacra-Hongos	84_bread	t a n t a	cacr1238	nan	1368	BREAD	658	
1398	Cacra-Hongos-85_meatswflesh-1	Cacra-Hongos	85_meatswflesh	ai tʃ a	cacr1238	nan	2615	FLESH OR MEAT	522	
1399	Cacra-Hongos-86_salt-1	Cacra-Hongos	86_salt	k a ʈʂ i	cacr1238	nan	1274	SALT	632	
1400	Cacra-Hongos-87_fatgrease-1	Cacra-Hongos	87_fatgrease	w i l a	cacr1238	nan	323	FAT (ORGANIC SUBSTANCE)	135	
1401	Cacra-Hongos-89_tree-1	Cacra-Hongos	89_tree	q e l u	cacr1238	nan	906	TREE	213	
1402	Cacra-Hongos-8_eight-1	Cacra-Hongos	8_eight	p u s a q	cacr1238	nan	1705	EIGHT	75	
1403	Cacra-Hongos-90_root-1	Cacra-Hongos	90_root	s a p i	cacr1238	nan	670	ROOT	616	
1404	Cacra-Hongos-91_branch-1	Cacra-Hongos	91_branch	tʃ a p l a	cacr1238	nan	1531	BRANCH	621	
1405	Cacra-Hongos-92_leaf-1	Cacra-Hongos	92_leaf	l a p l a	cacr1238	nan	628	LEAF	424	
1406	Cacra-Hongos-92_leaf-2	Cacra-Hongos	92_leaf	ʃ u j a	cacr1238	nan	628	LEAF	223	
1407	Cacra-Hongos-93_grass-1	Cacra-Hongos	93_grass	q e w a	cacr1238	nan	606	GRASS	197	
1408	Cacra-Hongos-94_flower-1	Cacra-Hongos	94_flower	h i s a	cacr1238	nan	239	FLOWER	170	
1409	Cacra-Hongos-94_flower-2	Cacra-Hongos	94_flower	w ai t a	cacr1238	nan	239	FLOWER	172	
1410	Cacra-Hongos-95_rope-1	Cacra-Hongos	95_rope	w a s k a	cacr1238	nan	1218	ROPE	624	
1411	Cacra-Hongos-97_black-1	Cacra-Hongos	97_black	j a n a	cacr1238	nan	163	BLACK	467	
1412	Cacra-Hongos-98_white-1	Cacra-Hongos	98_white	j u l a q	cacr1238	nan	1335	WHITE	798	
1413	Cacra-Hongos-99_red-1	Cacra-Hongos	99_red	p u k a	cacr1238	nan	156	RED	597	
1414	Cacra-Hongos-9_nine-1	Cacra-Hongos	9_nine	e s q u n	cacr1238	nan	1483	NINE	567	
1415	Chachapoyas-100_green-1	Chachapoyas	100_green	tʃ i k j a x	chac1250	quk	1425	GREEN	282	
1416	Chachapoyas-101_yellow-1	Chachapoyas	101_yellow	k i dʑ u	chac1250	quk	1424	YELLOW	851	
1417	Chachapoyas-102_big-1	Chachapoyas	102_big	a t u n	chac1250	quk	1202	BIG	189	
1418	Chachapoyas-103_highup-1	Chachapoyas	103_highup	a n a x	chac1250	quk	1591	UP	359	
1419	Chachapoyas-104_small-1	Chachapoyas	104_small	u tʃ ui + ʎ a	chac1250	quk	1246	SMALL	506	
1420	Chachapoyas-105_youngfemale-1	Chachapoyas	105_youngfemale	ʃ i p a ʃ	chac1250	quk	563	YOUNG (OF WOMAN)	837	
1421	Chachapoyas-106_youngmale-1	Chachapoyas	106_youngmale	w ai n a	chac1250	quk	564	YOUNG (OF MAN)	843	
1422	Chachapoyas-107_oldman-1	Chachapoyas	107_oldman	m a tʃ u	chac1250	quk	565	OLD (OF MAN)	577	
1423	Chachapoyas-108_oldwoman-1	Chachapoyas	108_oldwoman	p a j a	chac1250	quk	566	OLD (OF WOMAN)	587	
1424	Chachapoyas-10_ten-1	Chachapoyas	10_ten	ʈʂ u n g a	chac1250	quk	1515	TEN	733	
1425	Chachapoyas-110_tire-1	Chachapoyas	110_tire	ç ai k u	chac1250	quk	1996	GET TIRED	754	
1426	Chachapoyas-112_full-1	Chachapoyas	112_full	x u n d a	chac1250	quk	1429	FULL	233	
1427	Chachapoyas-114_heavy-1	Chachapoyas	114_heavy	dʑ a ç a	chac1250	quk	1210	HEAVY	339	
1428	Chachapoyas-116_faraway-1	Chachapoyas	116_faraway	k a r u	chac1250	quk	1406	FAR	124	
1429	Chachapoyas-117_warmhotsw-1	Chachapoyas	117_warmhotsw	k u ɲ u	chac1250	quk	2272	HOT OR WARM	783	
