	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	ISO_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
541	Chengdu-57_forefinger-1	Chengdu	57_forefinger	s ə w ⁵³ + ts ɿ	chen1267	nan	577.0	FOREFINGER	853	
542	Chengdu-57_forefinger-2	Chengdu	57_forefinger	ts ɿ ⁵³ + tʰ ə r ³¹	chen1267	nan	577.0	FOREFINGER	535	
543	Chengdu-57_forefinger-3	Chengdu	57_forefinger	s ə w ⁵³ + ts ɿ ⁵³ + ts ɿ	chen1267	nan	577.0	FOREFINGER	853	
544	Chengdu-58_fingernail-1	Chengdu	58_fingernail	ts ɿ ⁵³ + tɕ j a ³¹	chen1267	nan	1258.0	FINGERNAIL	120	
545	Chengdu-59_knee-1	Chengdu	59_knee	kʰ e ³¹ + ɕ i ³¹ + tʰ ə r ³¹	chen1267	nan	1371.0	KNEE	326	
546	Chengdu-5_flashverb-1	Chengdu	5_flashverb	x o ⁵³ + s a n ⁵³	chen1267	nan	2377.0	FLASH (VERB)	291	
547	Chengdu-60_leg-1	Chengdu	60_leg	tʰ w e j u/w e i	chen1267	nan	1297.0	LEG	1201	
548	Chengdu-60_leg-2	Chengdu	60_leg	tʰ w e j u/w e i ⁵³ + tʰ w ə r ⁵³	chen1267	nan	1297.0	LEG	1127	
549	Chengdu-60_leg-3	Chengdu	60_leg	tʰ w e j u/w e i ⁵³ + k a n ⁵³	chen1267	nan	1297.0	LEG	1066	
550	Chengdu-61_father-1	Chengdu	61_father	p a ³¹	chen1267	nan	1217.0	FATHER	143	
551	Chengdu-61_father-2	Chengdu	61_father	p a ³¹ + p a	chen1267	nan	1217.0	FATHER	172	
552	Chengdu-61_father-3	Chengdu	61_father	n a w ⁵³ + p a ³¹ + ts ɿ ⁵³	chen1267	nan	1217.0	FATHER	594	
553	Chengdu-61_father-4	Chengdu	61_father	t j e ⁵⁵	chen1267	nan	1217.0	FATHER	264	
554	Chengdu-61_father-5	Chengdu	61_father	n a w ⁵³ + j e ³¹ + ts ɿ ⁵³	chen1267	nan	1217.0	FATHER	594	
555	Chengdu-62_mother-1	Chengdu	62_mother	m a	chen1267	nan	1216.0	MOTHER	35	
556	Chengdu-62_mother-2	Chengdu	62_mother	ɲ j a ŋ	chen1267	nan	1216.0	MOTHER	461	
557	Chengdu-62_mother-3	Chengdu	62_mother	n a w ⁵³ + ɲ j ə r ³¹	chen1267	nan	1216.0	MOTHER	795	
558	Chengdu-6_rain-1	Chengdu	6_rain	ɕ j a ¹³ + y ⁵³	chen1267	nan	1253.0	RAIN (RAINING)	140	
559	Chengdu-6_rain-2	Chengdu	6_rain	n o ³¹ + y ⁵³	chen1267	nan	1253.0	RAIN (RAINING)	1162	
560	Chengdu-73_husband-1	Chengdu	73_husband	n a w ⁵³ + k o ŋ ⁵⁵	chen1267	nan	1200.0	HUSBAND	89	
561	Chengdu-73_husband-2	Chengdu	73_husband	t a ŋ ⁵⁵ + tɕ j a ⁵⁵ + n i ⁵⁵	chen1267	nan	1200.0	HUSBAND	596	
562	Chengdu-73_husband-3	Chengdu	73_husband	n a n ³¹ + z ə n ³¹	chen1267	nan	1200.0	HUSBAND	1006	
563	Chengdu-74_wife-1	Chengdu	74_wife	n a w ⁵³ + pʰ o ³¹	chen1267	nan	1199.0	WIFE	594	
564	Chengdu-74_wife-2	Chengdu	74_wife	pʰ o ³¹ + ɲ j a ŋ ³¹	chen1267	nan	1199.0	WIFE	1104	
565	Chengdu-74_wife-3	Chengdu	74_wife	ɲ y ⁵³ + z ə n ³¹	chen1267	nan	1199.0	WIFE	485	
566	Chengdu-75_son-1	Chengdu	75_son	ə r ³¹	chen1267	nan	1620.0	SON	1127	
567	Chengdu-76_daughter-1	Chengdu	76_daughter	ɲ y ⁵³ + w a ³¹ + ts ɿ	chen1267	nan	1357.0	DAUGHTER	372	
568	Chengdu-76_daughter-2	Chengdu	76_daughter	k u ⁵⁵ + ɲ j a ŋ ³¹ + tɕ j a ⁵⁵	chen1267	nan	1357.0	DAUGHTER	461	
569	Chengdu-77_breakfast-1	Chengdu	77_breakfast	ts a w ⁵³ + f a n ¹³	chen1267	nan	1322.0	BREAKFAST	481	
570	Chengdu-78_lunch-1	Chengdu	78_lunch	u ⁵³ + f a n ¹³	chen1267	nan	768.0	LUNCH	880	
571	Chengdu-79_supper-1	Chengdu	79_supper	w a n ⁵³ + f a n ¹³	chen1267	nan	1833.0	DINNER (SUPPER)	852	
572	Chengdu-79_supper-2	Chengdu	79_supper	j e ¹³ + f a n ¹³	chen1267	nan	1833.0	DINNER (SUPPER)	67	
573	Chengdu-7_snow-1	Chengdu	7_snow	ɕ j a ¹³ + ɕ ɥ e ³¹	chen1267	nan	1255.0	SNOWING	139	
574	Chengdu-7_snow-2	Chengdu	7_snow	n o ³¹ + ɕ ɥ e ³¹	chen1267	nan	1255.0	SNOWING	1163	
575	Chengdu-80_noodles-1	Chengdu	80_noodles	m j a n ¹³	chen1267	nan	973.0	NOODLE	229	
576	Chengdu-80_noodles-2	Chengdu	80_noodles	m j a n ¹³ + tʰ j ə r ³¹	chen1267	nan	973.0	NOODLE	664	
577	Chengdu-85_soyasauce-1	Chengdu	85_soyasauce	tɕ j a ŋ ¹³ + j ə w i əu ³¹	chen1267	nan	1968.0	SOYA SAUCE	279	
578	Chengdu-85_soyasauce-2	Chengdu	85_soyasauce	t ə w ¹³ + j ə w i əu ³¹	chen1267	nan	1968.0	SOYA SAUCE	107	
579	Chengdu-86_salt-1	Chengdu	86_salt	j a n ³¹	chen1267	nan	1274.0	SALT	669	
580	Chengdu-86_salt-2	Chengdu	86_salt	j a n ³¹ + p a ⁵⁵	chen1267	nan	1274.0	SALT	1132	
581	Chengdu-87_chopsticks-1	Chengdu	87_chopsticks	kʰ w a j u a i ¹³ + ts ɿ ⁵³	chen1267	nan	1987.0	CHOPSTICKS	818	
582	Chengdu-88_spoon-1	Chengdu	88_spoon	tʰ j a w i a u ³¹ + k ə r ⁵⁵	chen1267	nan	1378.0	SPOON	85	
583	Chengdu-88_spoon-2	Chengdu	88_spoon	pʰ j a w i a u ³¹ + k ə r ⁵⁵	chen1267	nan	1378.0	SPOON	541	
584	Chengdu-88_spoon-3	Chengdu	88_spoon	pʰ j a w i a u ³¹ + pʰ j a w i a u ³¹	chen1267	nan	1378.0	SPOON	41	
585	Chengdu-89_man-1	Chengdu	89_man	n a n ³¹ + z ə n ³¹	chen1267	nan	1554.0	MAN	1006	
586	Chengdu-89_man-2	Chengdu	89_man	n a n ³¹ + n i ⁵⁵	chen1267	nan	1554.0	MAN	1049	
587	Chengdu-89_man-3	Chengdu	89_man	n a n ³¹ + z ə n ³¹ + tɕ j a ⁵⁵	chen1267	nan	1554.0	MAN	1006	
588	Chengdu-8_hail-1	Chengdu	8_hail	p i n ⁵⁵ + p a w ¹³ + ts ɿ ⁵³	chen1267	nan	609.0	HAIL	31	
589	Chengdu-8_hail-2	Chengdu	8_hail	p i n ⁵⁵ + t a n ¹³ + ts ɿ ⁵³	chen1267	nan	609.0	HAIL	911	
590	Chengdu-8_hail-3	Chengdu	8_hail	ɕ ɥ e ³¹ + t a n ¹³ + ts ɿ ⁵³	chen1267	nan	609.0	HAIL	836	
591	Chengdu-90_woman-1	Chengdu	90_woman	ɲ y ⁵³ + z ə n ³¹	chen1267	nan	962.0	WOMAN	485	
592	Chengdu-90_woman-2	Chengdu	90_woman	ɲ y ⁵³ + n i	chen1267	nan	962.0	WOMAN	792	
593	Chengdu-90_woman-3	Chengdu	90_woman	ɲ y ⁵³ + z ə n ³¹ + tɕ j a ⁵⁵	chen1267	nan	962.0	WOMAN	485	
594	Chengdu-91_boy-1	Chengdu	91_boy	n a n ³¹ + w a ³¹ + ts ɿ ⁵³	chen1267	nan	1366.0	BOY	747	
595	Chengdu-92_girl-1	Chengdu	92_girl	ɲ y ⁵³ + w a ³¹ + ts ɿ	chen1267	nan	1646.0	GIRL	372	
596	Chengdu-92_girl-2	Chengdu	92_girl	m ə r ¹³	chen1267	nan	1646.0	GIRL	1127	
597	Chengdu-93_oldman-1	Chengdu	93_oldman	n a w ⁵³ + tʰ ə r ³¹	chen1267	nan	406.0	OLD MAN	1058	
598	Chengdu-93_oldman-2	Chengdu	93_oldman	n a w ⁵³ + x ə r ¹³	chen1267	nan	406.0	OLD MAN	353	
599	Chengdu-93_oldman-3	Chengdu	93_oldman	n a w ⁵³ + tʰ ə w ³¹ + ts ɿ ⁵³	chen1267	nan	406.0	OLD MAN	594	
600	Chengdu-94_doctor-1	Chengdu	94_doctor	i ⁵⁵ + s ə n ⁵⁵	chen1267	nan	597.0	PHYSICIAN	822	
601	Chengdu-96_beggar-1	Chengdu	96_beggar	tɕ j a w i a u ¹³ + x w a ⁵⁵ + ts ɿ ⁵³	chen1267	nan	1934.0	BEGGAR	794	
602	Chengdu-96_beggar-2	Chengdu	96_beggar	j a w i a u ¹³ + f a n ¹³ + n i ⁵⁵	chen1267	nan	1934.0	BEGGAR	376	
603	Chengdu-96_beggar-3	Chengdu	96_beggar	tʰ a w ⁵³ + kʰ ə w ⁵³ + ts ɿ ⁵³	chen1267	nan	1934.0	BEGGAR	607	
604	Chengdu-97_nurse-1	Chengdu	97_nurse	p a w ⁵³ + m u ⁵³	chen1267	nan	1104.0	NURSE	378	
605	Chengdu-97_nurse-2	Chengdu	97_nurse	n a j ⁵³ + m ə r ⁵⁵	chen1267	nan	1104.0	NURSE	765	
606	Chengdu-97_nurse-3	Chengdu	97_nurse	n a j ⁵³ + m a ⁵⁵ + ts ɿ ⁵³	chen1267	nan	1104.0	NURSE	398	
607	Chengdu-98_becomesick-1	Chengdu	98_becomesick	p i n ¹³ + n o ⁵³	chen1267	nan	1847.0	SICK	141	
608	Chengdu-98_becomesick-2	Chengdu	98_becomesick	p u ³¹ + s u ⁵⁵ + f u ³¹ + n o ⁵³	chen1267	nan	1847.0	SICK	404	
609	Chengdu-98_becomesick-3	Chengdu	98_becomesick	p u ³¹ + ŋ a n ⁵⁵ + i ¹³ + n o ⁵³	chen1267	nan	1847.0	SICK	969	
610	Chengdu-99_catchacold-1	Chengdu	99_catchacold	s a ŋ ⁵⁵ + f o ŋ ⁵⁵	chen1267	nan	2184.0	CATCH A COLD	240	
611	Chengdu-99_catchacold-2	Chengdu	99_catchacold	n j a ŋ ³¹ + n o ⁵³	chen1267	nan	2184.0	CATCH A COLD	105	
612	Chengdu-9_freeze-1	Chengdu	9_freeze	tɕ j e ³¹ + p i n ⁵⁵	chen1267	nan	1431.0	FREEZE	711	
613	Guangzhou-102_humpback-1	Guangzhou	102_humpback	tʰ ɔ ²¹ + p w i ³³	guan1279	nan	99.0	HUNCHBACK	174	
614	Guangzhou-103_die-1	Guangzhou	103_die	s e j ³⁵ + ts ɔ ³⁵	guan1279	nan	1494.0	DIE	220	
615	Guangzhou-103_die-2	Guangzhou	103_die	k w ɔ ³³ + s ɐ n ⁵⁵	guan1279	nan	1494.0	DIE	824	
616	Guangzhou-105_i-1	Guangzhou	105_i	ŋ ɔ ²³	guan1279	nan	1209.0	I	267	
617	Guangzhou-106_thou-1	Guangzhou	106_thou	n e j ²³	guan1279	nan	1215.0	THOU	1185	
618	Guangzhou-107_he-1	Guangzhou	107_he	kʰ ø ɥ ²³	guan1279	nan	1211.0	HE	1102	
619	Guangzhou-10_blow-1	Guangzhou	10_blow	f a n ⁵³ + f o ŋ ⁵³	guan1279	nan	175.0	BLOW (OF WIND)	856	
620	Guangzhou-10_blow-2	Guangzhou	10_blow	t a ³⁵ + f o ŋ ⁵³	guan1279	nan	175.0	BLOW (OF WIND)	66	
621	Guangzhou-112_self-1	Guangzhou	112_self	ts i ²² + k e j ³⁵	guan1279	nan	1993.0	SELF	431	
622	Guangzhou-113_who-1	Guangzhou	113_who	p i n ⁵⁵ + k ɔ ³³	guan1279	nan	1235.0	WHO	39	
623	Guangzhou-114_what-1	Guangzhou	114_what	m ɐ t ⁵	guan1279	nan	1236.0	WHAT	228	
624	Guangzhou-114_what-2	Guangzhou	114_what	m ɐ t ⁵ + j ɛ ²³	guan1279	nan	1236.0	WHAT	488	
625	Guangzhou-115_here-1	Guangzhou	115_here	n e j ⁵⁵ + t o w ²²	guan1279	nan	136.0	HERE	554	
626	Guangzhou-115_here-2	Guangzhou	115_here	n e j ⁵⁵ + s y ³³	guan1279	nan	136.0	HERE	542	
627	Guangzhou-117_where-1	Guangzhou	117_where	p i n ⁵⁵	guan1279	nan	1237.0	WHERE	1044	
628	Guangzhou-117_where-2	Guangzhou	117_where	p i n ⁵⁵ + t o w ²²	guan1279	nan	1237.0	WHERE	721	
629	Guangzhou-117_where-3	Guangzhou	117_where	p i n ⁵⁵ + s y ³³	guan1279	nan	1237.0	WHERE	971	
630	Guangzhou-118_this-1	Guangzhou	118_this	n e j ⁵⁵ + k ɔ ³³	guan1279	nan	1214.0	THIS	1107	
631	Guangzhou-11_rainbow-1	Guangzhou	11_rainbow	h o ŋ ²¹	guan1279	nan	1733.0	RAINBOW	855	
632	Guangzhou-120_whatkindof-1	Guangzhou	120_whatkindof	p i n ⁵⁵ + k ɔ ³³	guan1279	nan	727.0	WHICH	39	
633	Guangzhou-121_how-1	Guangzhou	121_how	t i m ³⁵	guan1279	nan	1239.0	HOW	260	
634	Guangzhou-121_how-2	Guangzhou	121_how	t i m ³⁵ + j œ ŋ ²²	guan1279	nan	1239.0	HOW	395	
635	Guangzhou-122_classifierperson-1	Guangzhou	122_classifierperson	w ɐ j ²²	guan1279	nan	516.0	PERSON (CLASSIFIER)	288	
636	Guangzhou-123_classifierpair-1	Guangzhou	123_classifierpair	t ø ɥ ³³	guan1279	nan	2089.0	PAIR (CLASSIFIER)	771	
637	Guangzhou-124_classifierpillow-1	Guangzhou	124_classifierpillow	tsʰ ɔ ŋ ²¹	guan1279	nan	2166.0	PILLOW (CLASSIFIER)	682	
638	Guangzhou-124_classifierpillow-2	Guangzhou	124_classifierpillow	ts œ ŋ ⁵³	guan1279	nan	2166.0	PILLOW (CLASSIFIER)	701	
639	Guangzhou-125_classifiervehicle-1	Guangzhou	125_classifiervehicle	k a ³³	guan1279	nan	2167.0	VEHICLE (CLASSIFIER)	175	
640	Guangzhou-126_classifiercow-1	Guangzhou	126_classifiercow	ts ɛ k ³	guan1279	nan	2168.0	COW (CLASSIFIER)	652	
641	Guangzhou-126_classifiercow-2	Guangzhou	126_classifiercow	tʰ ɐ w ²¹	guan1279	nan	2168.0	COW (CLASSIFIER)	1111	
642	Guangzhou-127_classifierpig-1	Guangzhou	127_classifierpig	ts ɛ k ³	guan1279	nan	2169.0	PIG (CLASSIFIER)	681	
643	Guangzhou-127_classifierpig-2	Guangzhou	127_classifierpig	tʰ j u ²¹	guan1279	nan	2169.0	PIG (CLASSIFIER)	758	
644	Guangzhou-128_awhile-1	Guangzhou	128_awhile	ts ɐ n ²²	guan1279	nan	726.0	WHILE	580	
645	Guangzhou-129_onetime-1	Guangzhou	129_onetime	h a ²³	guan1279	nan	374.0	ONE TIME	655	
646	Guangzhou-130_on-1	Guangzhou	130_on	s œ ŋ ²² + p i n ²²	guan1279	nan	1741.0	ABOVE	916	
647	Guangzhou-130_on-2	Guangzhou	130_on	s œ ŋ ²² + k o w ⁵⁵	guan1279	nan	1741.0	ABOVE	179	
648	Guangzhou-131_under-1	Guangzhou	131_under	h a ²² + p i n ²²	guan1279	nan	1485.0	BELOW OR UNDER	1087	
649	Guangzhou-131_under-2	Guangzhou	131_under	h a ²² + t ɐ j ⁵⁵	guan1279	nan	1485.0	BELOW OR UNDER	1070	
650	Guangzhou-132_left-1	Guangzhou	132_left	ts ɔ ³⁵ + p i n ²²	guan1279	nan	244.0	LEFT	1080	
651	Guangzhou-133_right-1	Guangzhou	133_right	j ɐ w ²² + p i n ²²	guan1279	nan	1019.0	RIGHT	181	
652	Guangzhou-134_inthemiddle-1	Guangzhou	134_inthemiddle	ts o ŋ ⁵⁵ + k a n ⁵⁵	guan1279	nan	nan	nan	1083	
653	Guangzhou-135_inside-1	Guangzhou	135_inside	j ɐ p ² + p i n ²²	guan1279	nan	1606.0	INSIDE	983	
654	Guangzhou-135_inside-2	Guangzhou	135_inside	m a j ²¹ + p i n ²²	guan1279	nan	1606.0	INSIDE	750	
655	Guangzhou-136_outside-1	Guangzhou	136_outside	tsʰ ø t ⁵ + p i n ²²	guan1279	nan	762.0	OUTSIDE	433	
656	Guangzhou-136_outside-2	Guangzhou	136_outside	h ɔ j ⁵³ + p i n ²²	guan1279	nan	762.0	OUTSIDE	804	
657	Guangzhou-137_sweet-1	Guangzhou	137_sweet	tʰ i m ²¹	guan1279	nan	717.0	SWEET	1177	
658	Guangzhou-138_sour-1	Guangzhou	138_sour	s y n ⁵³	guan1279	nan	1906.0	SOUR	274	
659	Guangzhou-139_salty-1	Guangzhou	139_salty	h a m ²¹	guan1279	nan	1091.0	SALTY	38	
660	Guangzhou-140_watery-1	Guangzhou	140_watery	tʰ a m ²³	guan1279	nan	2181.0	LIGHT (IN TASTE)	1101	
661	Guangzhou-141_fat-1	Guangzhou	141_fat	f e j ²¹	guan1279	nan	1279.0	FAT (OBESE)	941	
662	Guangzhou-142_thin-1	Guangzhou	142_thin	s ɐ w ³³	guan1279	nan	1400.0	THIN (SLIM)	683	
663	Guangzhou-143_cold-1	Guangzhou	143_cold	t o ŋ ³³	guan1279	nan	1287.0	COLD	776	
664	Guangzhou-144_hot-1	Guangzhou	144_hot	j i t ²	guan1279	nan	1286.0	HOT	834	
665	Guangzhou-144_hot-2	Guangzhou	144_hot	h e ŋ ³³	guan1279	nan	1286.0	HOT	956	
666	Guangzhou-145_wellsmelling-1	Guangzhou	145_wellsmelling	h œ ŋ ⁵³	guan1279	nan	376.0	FRAGRANT	1092	
667	Guangzhou-146_stinky-1	Guangzhou	146_stinky	tsʰ ɐ w ³³	guan1279	nan	42.0	STINKING	133	
668	Guangzhou-146_stinky-2	Guangzhou	146_stinky	j y n ⁵³	guan1279	nan	42.0	STINKING	382	
669	Guangzhou-149_long-1	Guangzhou	149_long	tsʰ œ ŋ ²¹	guan1279	nan	1203.0	LONG	552	
670	Guangzhou-150_short-1	Guangzhou	150_short	t y n ³⁵	guan1279	nan	1645.0	SHORT	868	
671	Guangzhou-151_dirty-1	Guangzhou	151_dirty	w u ⁵⁵ + ts o w ⁵³	guan1279	nan	1230.0	DIRTY	1078	
672	Guangzhou-151_dirty-2	Guangzhou	151_dirty	l a t ² + tʰ a t ³	guan1279	nan	1230.0	DIRTY	422	
673	Guangzhou-152_clean-1	Guangzhou	152_clean	k ɔ n ⁵³ + ts ɛ ŋ ²²	guan1279	nan	704.0	CLEAN	748	
674	Guangzhou-153_cheap-1	Guangzhou	153_cheap	pʰ ɛ ŋ ²¹	guan1279	nan	1887.0	CHEAP	816	
675	Guangzhou-156_justright-1	Guangzhou	156_justright	ŋ a m ⁵³ + h o w ³⁵	guan1279	nan	1725.0	CORRECT (RIGHT)	568	
676	Guangzhou-157_and-1	Guangzhou	157_and	tʰ o ŋ ²¹	guan1279	nan	1577.0	AND	301	
677	Guangzhou-157_and-2	Guangzhou	157_and	tʰ o ŋ ²¹ + m a j ²¹	guan1279	nan	1577.0	AND	1063	
678	Guangzhou-157_and-3	Guangzhou	157_and	p ɔ ŋ ⁵⁵	guan1279	nan	1577.0	AND	1071	
679	Guangzhou-157_and-4	Guangzhou	157_and	p ɔ ŋ ⁵³ + m a j ²¹	guan1279	nan	1577.0	AND	994	
680	Guangzhou-158_only-1	Guangzhou	158_only	ts e ŋ ²² + ts i ³⁵	guan1279	nan	1580.0	ONLY	925	
681	Guangzhou-158_only-2	Guangzhou	158_only	ts i ³⁵	guan1279	nan	1580.0	ONLY	597	
682	Guangzhou-159_from-1	Guangzhou	159_from	tsʰ o ŋ ²¹	guan1279	nan	693.0	FROM	1086	
683	Guangzhou-15_thisyear-1	Guangzhou	15_thisyear	k ɐ m ⁵³ + n i n ²¹	guan1279	nan	513.0	THIS YEAR	760	
684	Guangzhou-160_insteadof-1	Guangzhou	160_insteadof	p ɔ ŋ ⁵⁵	guan1279	nan	1652.0	INSTEAD	1071	
685	Guangzhou-160_insteadof-2	Guangzhou	160_insteadof	tʰ o ŋ ²¹	guan1279	nan	1652.0	INSTEAD	301	
686	Guangzhou-162_onpurpose-1	Guangzhou	162_onpurpose	t ɐ k ² + t ɐ ŋ ⁵⁵	guan1279	nan	1031.0	ON PURPOSE	1154	
687	Guangzhou-162_onpurpose-2	Guangzhou	162_onpurpose	ts y n ⁵⁵ + t ɐ ŋ ⁵⁵	guan1279	nan	1031.0	ON PURPOSE	857	
688	Guangzhou-163_one-1	Guangzhou	163_one	j ɐ t ⁵	guan1279	nan	1493.0	ONE	637	
689	Guangzhou-164_two-1	Guangzhou	164_two	j i ²²	guan1279	nan	1498.0	TWO	1106	
690	Guangzhou-165_three-1	Guangzhou	165_three	s a m ⁵³	guan1279	nan	492.0	THREE	196	
691	Guangzhou-166_four-1	Guangzhou	166_four	s e j ³³	guan1279	nan	1500.0	FOUR	1156	
692	Guangzhou-167_five-1	Guangzhou	167_five	ŋ̍ ²³	guan1279	nan	493.0	FIVE	193	
693	Guangzhou-168_six-1	Guangzhou	168_six	l o k ²	guan1279	nan	1703.0	SIX	813	
694	Guangzhou-169_seven-1	Guangzhou	169_seven	tsʰ ɐ t ⁵	guan1279	nan	1704.0	SEVEN	500	
695	Guangzhou-170_eight-1	Guangzhou	170_eight	p a t ³	guan1279	nan	1705.0	EIGHT	782	
696	Guangzhou-171_nine-1	Guangzhou	171_nine	k ɐ w ³⁵	guan1279	nan	1483.0	NINE	292	
697	Guangzhou-172_ten-1	Guangzhou	172_ten	s ɐ p ²	guan1279	nan	1515.0	TEN	805	
698	Guangzhou-173_eleven-1	Guangzhou	173_eleven	s ɐ p ² + j ɐ t ⁵	guan1279	nan	1706.0	ELEVEN	49	
699	Guangzhou-175_twenty-1	Guangzhou	175_twenty	j a ²²	guan1279	nan	1710.0	TWENTY	165	
700	Guangzhou-177_first-1	Guangzhou	177_first	t ɐ j ²² + j ɐ t ⁵	guan1279	nan	728.0	FIRST	23	
701	Guangzhou-178_second-1	Guangzhou	178_second	t ɐ j ²² + j i ²²	guan1279	nan	1384.0	SECOND	753	
702	Guangzhou-180_twoounces-1	Guangzhou	180_twoounces	j i ²² + l œ ŋ ³⁵	guan1279	nan	2180.0	TWO OUNCES	287	
703	Guangzhou-1_sun-1	Guangzhou	1_sun	j i t ² + tʰ ɐ w ²¹	guan1279	nan	1343.0	SUN	184	
704	Guangzhou-1_sun-2	Guangzhou	1_sun	tʰ a j ³³ + j œ ŋ ²¹	guan1279	nan	1343.0	SUN	469	
705	Guangzhou-20_today-1	Guangzhou	20_today	k ɐ m ⁵³ + j ɐ t ²	guan1279	nan	1283.0	TODAY	19	
706	Guangzhou-22_wheat-1	Guangzhou	22_wheat	m ɐ k ²	guan1279	nan	1077.0	WHEAT	384	
707	Guangzhou-2315_cook-1	Guangzhou	2315_cook	h ɐ w ²² + w ɔ k ²	guan1279	nan	2315.0	COOK (PERSON)	565	
708	Guangzhou-24_sunflower-1	Guangzhou	24_sunflower	h œ ŋ ³³ + j ɐ t ² + kʰ w ɐ j ²¹	guan1279	nan	1956.0	SUNFLOWER	928	
709	Guangzhou-24_sunflower-2	Guangzhou	24_sunflower	kʰ w ɐ j ²¹ + f a ⁵⁵	guan1279	nan	1956.0	SUNFLOWER	358	
710	Guangzhou-25_spinach-1	Guangzhou	25_spinach	p ɔ ⁵³ + tsʰ ɔ j ³³	guan1279	nan	975.0	SPINACH	249	
711	Guangzhou-26_cabbage-1	Guangzhou	26_cabbage	j ɛ ²¹ + tsʰ ɔ j ³³	guan1279	nan	774.0	CABBAGE	1028	
712	Guangzhou-29_sweetpotato-1	Guangzhou	29_sweetpotato	f a n ⁵³ + s y ²¹	guan1279	nan	159.0	SWEET POTATO	393	
713	Guangzhou-2_moon-1	Guangzhou	2_moon	j y t ² + k w ɔ ŋ ⁵⁵	guan1279	nan	1313.0	MOON	129	
714	Guangzhou-2_moon-2	Guangzhou	2_moon	j y t ² + l œ ŋ ²²	guan1279	nan	1313.0	MOON	659	
715	Guangzhou-32_pig-1	Guangzhou	32_pig	ts y ⁵⁵	guan1279	nan	1337.0	PIG	558	
716	Guangzhou-35_rooster-1	Guangzhou	35_rooster	k ɐ j ⁵⁵ + k o ŋ ⁵⁵	guan1279	nan	1511.0	ROOSTER	412	
717	Guangzhou-35_rooster-2	Guangzhou	35_rooster	s a ŋ ⁵⁵ + k ɐ j ⁵⁵	guan1279	nan	1511.0	ROOSTER	331	
718	Guangzhou-36_chicken-1	Guangzhou	36_chicken	k ɐ j ⁵⁵ + n a ³⁵	guan1279	nan	1318.0	CHICKEN	949	
719	Guangzhou-36_chicken-2	Guangzhou	36_chicken	k ɐ j ⁵⁵ + h ɔ ŋ ³⁵	guan1279	nan	1318.0	CHICKEN	74	
720	Guangzhou-37_sparrow-1	Guangzhou	37_sparrow	m a ²¹ + ts œ k ³³	guan1279	nan	1854.0	SPARROW	91	
721	Guangzhou-39_bedbug-1	Guangzhou	39_bedbug	m o k ² + s ɐ t ⁵	guan1279	nan	1949.0	BEDBUG	601	
722	Guangzhou-3_star-1	Guangzhou	3_star	s e ŋ ⁵⁵	guan1279	nan	1430.0	STAR	6	
723	Guangzhou-40_house-1	Guangzhou	40_house	o k ⁵	guan1279	nan	1252.0	HOUSE	589	
724	Guangzhou-42_window-1	Guangzhou	42_window	tsʰ œ ŋ ⁵⁵	guan1279	nan	1375.0	WINDOW	977	
725	Guangzhou-42_window-2	Guangzhou	42_window	tsʰ œ ŋ ⁵⁵ + m u n ²¹	guan1279	nan	1375.0	WINDOW	475	
726	Guangzhou-43_doorsills-1	Guangzhou	43_doorsills	m u n ²¹ + h ɐ m	guan1279	nan	2185.0	DOORSILLS	612	
727	Guangzhou-45_kitchen-1	Guangzhou	45_kitchen	tsʰ ø ɥ ²¹ + f ɔ ŋ ²¹	guan1279	nan	1365.0	KITCHEN	514	
728	Guangzhou-45_kitchen-2	Guangzhou	45_kitchen	h a ²² + k a n ⁵⁵	guan1279	nan	1365.0	KITCHEN	87	
729	Guangzhou-46_chimney-1	Guangzhou	46_chimney	j i n ⁵⁵ + tʰ o ŋ ⁵⁵	guan1279	nan	1305.0	CHIMNEY	40	
730	Guangzhou-47_table-1	Guangzhou	47_table	tʰ ɔ j ²¹	guan1279	nan	1775.0	TABLE	643	
731	Guangzhou-48_stairs-1	Guangzhou	48_stairs	l ɐ w ²¹ + tʰ ɐ j ⁵⁵	guan1279	nan	34.0	STAIRS	1035	
732	Guangzhou-49_head-1	Guangzhou	49_head	tʰ ɐ w ²¹	guan1279	nan	1256.0	HEAD	944	
733	Guangzhou-49_head-2	Guangzhou	49_head	tʰ ɐ w ²¹ + h ɔ k ³	guan1279	nan	1256.0	HEAD	937	
734	Guangzhou-4_thunderverb-1	Guangzhou	4_thunderverb	h a ŋ ²¹ + l ø ɥ ²¹	guan1279	nan	2378.0	THUNDER (VERB)	679	
735	Guangzhou-50_forehead-1	Guangzhou	50_forehead	ŋ a k ² + tʰ ɐ w ²¹	guan1279	nan	123.0	FOREHEAD	932	
736	Guangzhou-50_forehead-2	Guangzhou	50_forehead	ŋ a k ²	guan1279	nan	123.0	FOREHEAD	823	
737	Guangzhou-51_face-1	Guangzhou	51_face	m i n ²²	guan1279	nan	1560.0	FACE	229	
738	Guangzhou-52_nose-1	Guangzhou	52_nose	p e j ²² + k ɔ ⁵⁵	guan1279	nan	1221.0	NOSE	680	
739	Guangzhou-53_neck-1	Guangzhou	53_neck	k ɛ ŋ ³⁵	guan1279	nan	1333.0	NECK	874	
