	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
1087	Fuzhou-Liu-2007-201-123-1	Fuzhou	Liu-2007-201-123	ts w oi ³²	fuzh1239	948	WATER	194	
1090	Fuzhou-Liu-2007-201-125-1	Fuzhou	Liu-2007-201-125	kʰ ɔu ŋ ²¹²	fuzh1239	1585	SLEEP	197	
1092	Fuzhou-Liu-2007-201-127-1	Fuzhou	Liu-2007-201-127	k ou ŋ ³²	fuzh1239	1458	SAY	210	
1095	Fuzhou-Liu-2007-201-129-1	Fuzhou	Liu-2007-201-129	s i ³²	fuzh1239	1494	DIE	222	
1107	Fuzhou-Liu-2007-201-133-1	Fuzhou	Liu-2007-201-133	n i ʔ ⁵ + tʰ au ⁵³	fuzh1239	1343	SUN	241	
1108	Fuzhou-Liu-2007-201-133-1	Fuzhou	Liu-2007-201-133	n i ʔ ⁵ + tʰ au ⁵³	fuzh1239	1343	SUN	319	
1109	Fuzhou-Liu-2007-201-134-1	Fuzhou	Liu-2007-201-134	t o ³²	fuzh1239	1411	LIE (REST)	23	
1113	Fuzhou-Liu-2007-201-137-1	Fuzhou	Liu-2007-201-137	tʰ j a ŋ ⁵⁵ + ŋ j e ŋ ²¹²	fuzh1239	1408	HEAR	252	
1114	Fuzhou-Liu-2007-201-137-1	Fuzhou	Liu-2007-201-137	tʰ j a ŋ ⁵⁵ + ŋ j e ŋ ²¹²	fuzh1239	1408	HEAR	253	
1115	Fuzhou-Liu-2007-201-138-1	Fuzhou	Liu-2007-201-138	tʰ au ⁵³	fuzh1239	1256	HEAD	79	
1118	Fuzhou-Liu-2007-201-14-1	Fuzhou	Liu-2007-201-14	s j e ʔ ⁵	fuzh1239	1336	EAT	550	
1119	Fuzhou-Liu-2007-201-140-1	Fuzhou	Liu-2007-201-140	tʰ u ⁵³ + l ɛi ²⁴²	fuzh1239	1228	EARTH (SOIL)	266	
1120	Fuzhou-Liu-2007-201-140-1	Fuzhou	Liu-2007-201-140	tʰ u ⁵³ + l ɛi ²⁴²	fuzh1239	1228	EARTH (SOIL)	265	
1132	Fuzhou-Liu-2007-201-146-1	Fuzhou	Liu-2007-201-146	m a ŋ ⁵³ + m w o ⁵⁵	fuzh1239	1233	NIGHT	307	
1133	Fuzhou-Liu-2007-201-146-1	Fuzhou	Liu-2007-201-146	m a ŋ ⁵³ + m w o ⁵⁵	fuzh1239	1233	NIGHT	306	
1134	Fuzhou-Liu-2007-201-147-1	Fuzhou	Liu-2007-201-147	m w oi ³² + m w oi ³²	fuzh1239	1220	TAIL	308	
1135	Fuzhou-Liu-2007-201-147-1	Fuzhou	Liu-2007-201-147	m w oi ³² + m w oi ³²	fuzh1239	1220	TAIL	308	
1137	Fuzhou-Liu-2007-201-149-1	Fuzhou	Liu-2007-201-149	ŋ w ai ³²	fuzh1239	1209	I	313	
1139	Fuzhou-Liu-2007-201-150-1	Fuzhou	Liu-2007-201-150	n a ŋ ⁵³ + ŋ a ⁵⁵	fuzh1239	1212	WE	321	
1140	Fuzhou-Liu-2007-201-150-1	Fuzhou	Liu-2007-201-150	n a ŋ ⁵³ + ŋ a ⁵⁵	fuzh1239	1212	WE	42	
1141	Fuzhou-Liu-2007-201-150-2	Fuzhou	Liu-2007-201-150	n a ŋ ⁵³ + ŋ a ⁵⁵ + k o ʔ ²⁴ + n øy ŋ ⁵³	fuzh1239	1212	WE	321	
1142	Fuzhou-Liu-2007-201-150-2	Fuzhou	Liu-2007-201-150	n a ŋ ⁵³ + ŋ a ⁵⁵ + k o ʔ ²⁴ + n øy ŋ ⁵³	fuzh1239	1212	WE	42	
1143	Fuzhou-Liu-2007-201-150-2	Fuzhou	Liu-2007-201-150	n a ŋ ⁵³ + ŋ a ⁵⁵ + k o ʔ ²⁴ + n øy ŋ ⁵³	fuzh1239	1212	WE	237	
1144	Fuzhou-Liu-2007-201-150-2	Fuzhou	Liu-2007-201-150	n a ŋ ⁵³ + ŋ a ⁵⁵ + k o ʔ ²⁴ + n øy ŋ ⁵³	fuzh1239	1212	WE	193	
1145	Fuzhou-Liu-2007-201-150-3	Fuzhou	Liu-2007-201-150	n u ⁵³ + k o ʔ ²⁴ + n øy ŋ ⁵³	fuzh1239	1212	WE	322	
1146	Fuzhou-Liu-2007-201-150-3	Fuzhou	Liu-2007-201-150	n u ⁵³ + k o ʔ ²⁴ + n øy ŋ ⁵³	fuzh1239	1212	WE	237	
1147	Fuzhou-Liu-2007-201-150-3	Fuzhou	Liu-2007-201-150	n u ⁵³ + k o ʔ ²⁴ + n øy ŋ ⁵³	fuzh1239	1212	WE	193	
1150	Fuzhou-Liu-2007-201-153-1	Fuzhou	Liu-2007-201-153	kʰ a ⁵⁵ + β u ʔ ²⁴ + tʰ au ⁵³	fuzh1239	1371	KNEE	279	
1151	Fuzhou-Liu-2007-201-153-1	Fuzhou	Liu-2007-201-153	kʰ a ⁵⁵ + β u ʔ ²⁴ + tʰ au ⁵³	fuzh1239	1371	KNEE	344	
1152	Fuzhou-Liu-2007-201-153-1	Fuzhou	Liu-2007-201-153	kʰ a ⁵⁵ + β u ʔ ²⁴ + tʰ au ⁵³	fuzh1239	1371	KNEE	319	
1155	Fuzhou-Liu-2007-201-156-1	Fuzhou	Liu-2007-201-156	n ɔu ŋ ²⁴²	fuzh1239	1246	SMALL	349	
1156	Fuzhou-Liu-2007-201-156-2	Fuzhou	Liu-2007-201-156	s ɑ ²¹²	fuzh1239	1246	SMALL	348	
1158	Fuzhou-Liu-2007-201-158-1	Fuzhou	Liu-2007-201-158	s i ŋ ⁵⁵	fuzh1239	1223	HEART	352	
1159	Fuzhou-Liu-2007-201-158-2	Fuzhou	Liu-2007-201-158	s i ŋ ⁵⁵ + ŋ ou ŋ ²⁴²	fuzh1239	1223	HEART	352	
1160	Fuzhou-Liu-2007-201-158-2	Fuzhou	Liu-2007-201-158	s i ŋ ⁵⁵ + ŋ ou ŋ ²⁴²	fuzh1239	1223	HEART	353	
1161	Fuzhou-Liu-2007-201-159-1	Fuzhou	Liu-2007-201-159	s i ŋ ⁵⁵	fuzh1239	1231	NEW	355	
1163	Fuzhou-Liu-2007-201-160-1	Fuzhou	Liu-2007-201-160	s i ŋ ⁵⁵	fuzh1239	1430	STAR	356	
1165	Fuzhou-Liu-2007-201-162-1	Fuzhou	Liu-2007-201-162	h ai ʔ ²⁴	fuzh1239	946	BLOOD	359	
1167	Fuzhou-Liu-2007-201-164-1	Fuzhou	Liu-2007-201-164	kʰ i ³²	fuzh1239	1380	TOOTH	364	
1168	Fuzhou-Liu-2007-201-165-1	Fuzhou	Liu-2007-201-165	h ou ŋ ⁵⁵	fuzh1239	778	SMOKE (EXHAUST)	366	
1170	Fuzhou-Liu-2007-201-167-1	Fuzhou	Liu-2007-201-167	m ɛi ʔ ⁵ + ts j eu ⁵⁵	fuzh1239	1248	EYE	375	
1171	Fuzhou-Liu-2007-201-167-1	Fuzhou	Liu-2007-201-167	m ɛi ʔ ⁵ + ts j eu ⁵⁵	fuzh1239	1248	EYE	376	
1172	Fuzhou-Liu-2007-201-168-1	Fuzhou	Liu-2007-201-168	k a ²⁴²	fuzh1239	1403	BITE	377	
1173	Fuzhou-Liu-2007-201-169-1	Fuzhou	Liu-2007-201-169	l o ʔ ⁵	fuzh1239	628	LEAF	786	
1174	Fuzhou-Liu-2007-201-169-2	Fuzhou	Liu-2007-201-169	l o ʔ ⁵ + l o ʔ ⁵	fuzh1239	628	LEAF	786	
1175	Fuzhou-Liu-2007-201-169-2	Fuzhou	Liu-2007-201-169	l o ʔ ⁵ + l o ʔ ⁵	fuzh1239	628	LEAF	787	
1178	Fuzhou-Liu-2007-201-170-1	Fuzhou	Liu-2007-201-170	s o ʔ ⁵	fuzh1239	1493	ONE	382	
1179	Fuzhou-Liu-2007-201-170-2	Fuzhou	Liu-2007-201-170	ɛi ʔ ²⁴	fuzh1239	1493	ONE	381	
1182	Fuzhou-Liu-2007-201-172-1	Fuzhou	Liu-2007-201-172	s j eu ⁵³ + ts w oi ³²	fuzh1239	1439	SWIM	393	
1183	Fuzhou-Liu-2007-201-172-1	Fuzhou	Liu-2007-201-172	s j eu ⁵³ + ts w oi ³²	fuzh1239	1439	SWIM	194	
1188	Fuzhou-Liu-2007-201-174-1	Fuzhou	Liu-2007-201-174	ŋ y ⁵³	fuzh1239	227	FISH	402	
1189	Fuzhou-Liu-2007-201-175-1	Fuzhou	Liu-2007-201-175	y ³² + m au ⁵³	fuzh1239	1201	FEATHER	403	
1190	Fuzhou-Liu-2007-201-175-1	Fuzhou	Liu-2007-201-175	y ³² + m au ⁵³	fuzh1239	1201	FEATHER	263	
1191	Fuzhou-Liu-2007-201-175-2	Fuzhou	Liu-2007-201-175	m au ⁵³ + m au ⁵³	fuzh1239	1201	FEATHER	263	
1192	Fuzhou-Liu-2007-201-175-2	Fuzhou	Liu-2007-201-175	m au ⁵³ + m au ⁵³	fuzh1239	1201	FEATHER	776	
1194	Fuzhou-Liu-2007-201-177-1	Fuzhou	Liu-2007-201-177	j e ŋ ⁵³	fuzh1239	1395	ROUND	406	
1196	Fuzhou-Liu-2007-201-179-1	Fuzhou	Liu-2007-201-179	ŋ w o ʔ ⁵	fuzh1239	1313	MOON	410	
1198	Fuzhou-Liu-2007-201-180-1	Fuzhou	Liu-2007-201-180	h u ŋ ⁵³	fuzh1239	1489	CLOUD	414	
1209	Fuzhou-Liu-2007-201-185-1	Fuzhou	Liu-2007-201-185	kʰ j e ²⁴²	fuzh1239	1442	STAND	460	
1214	Fuzhou-Liu-2007-201-187-1	Fuzhou	Liu-2007-201-187	ts i ³²	fuzh1239	1214	THIS	483	
1215	Fuzhou-Liu-2007-201-187-2	Fuzhou	Liu-2007-201-187	ts j a ³²	fuzh1239	1214	THIS	484	
1218	Fuzhou-Liu-2007-201-189-1	Fuzhou	Liu-2007-201-189	p ɛi ʔ ²⁴ + t w o ŋ ⁵³	fuzh1239	1410	KNOW (SOMETHING)	499	
1219	Fuzhou-Liu-2007-201-189-1	Fuzhou	Liu-2007-201-189	p ɛi ʔ ²⁴ + t w o ŋ ⁵³	fuzh1239	1410	KNOW (SOMETHING)	500	
1220	Fuzhou-Liu-2007-201-189-2	Fuzhou	Liu-2007-201-189	ɛ ²⁴² + h j eu ³²	fuzh1239	1410	KNOW (SOMETHING)	501	
1221	Fuzhou-Liu-2007-201-189-2	Fuzhou	Liu-2007-201-189	ɛ ²⁴² + h j eu ³²	fuzh1239	1410	KNOW (SOMETHING)	497	
1222	Fuzhou-Liu-2007-201-189-3	Fuzhou	Liu-2007-201-189	ɛ ²⁴² + p ai ʔ ²⁴	fuzh1239	1410	KNOW (SOMETHING)	502	
1223	Fuzhou-Liu-2007-201-189-3	Fuzhou	Liu-2007-201-189	ɛ ²⁴² + p ai ʔ ²⁴	fuzh1239	1410	KNOW (SOMETHING)	499	
1225	Fuzhou-Liu-2007-201-190-1	Fuzhou	Liu-2007-201-190	j eu ⁵³ + ʒ j e ⁵⁵	fuzh1239	323	FAT (ORGANIC SUBSTANCE)	506	
1226	Fuzhou-Liu-2007-201-190-1	Fuzhou	Liu-2007-201-190	j eu ⁵³ + ʒ j e ⁵⁵	fuzh1239	323	FAT (ORGANIC SUBSTANCE)	504	
1229	Fuzhou-Liu-2007-201-193-1	Fuzhou	Liu-2007-201-193	ts i ³² + ts i ³²	fuzh1239	714	SEED	498	
1230	Fuzhou-Liu-2007-201-193-1	Fuzhou	Liu-2007-201-193	ts i ³² + ts i ³²	fuzh1239	714	SEED	19	
1234	Fuzhou-Liu-2007-201-196-1	Fuzhou	Liu-2007-201-196	kʰ a ⁵⁵ + ts au ³²	fuzh1239	72	CLAW	527	
1235	Fuzhou-Liu-2007-201-196-1	Fuzhou	Liu-2007-201-196	kʰ a ⁵⁵ + ts au ³²	fuzh1239	72	CLAW	526	
1236	Fuzhou-Liu-2007-201-196-2	Fuzhou	Liu-2007-201-196	ts au ³²	fuzh1239	72	CLAW	526	
1240	Fuzhou-Liu-2007-201-198-1	Fuzhou	Liu-2007-201-198	k j a ŋ ⁵³	fuzh1239	1443	WALK	532	
1241	Fuzhou-Liu-2007-201-199-1	Fuzhou	Liu-2007-201-199	tsʰ w oi ²¹²	fuzh1239	674	MOUTH	365	
1247	Fuzhou-Liu-2007-201-201-1	Fuzhou	Liu-2007-201-201	s ɔy ²⁴²	fuzh1239	1416	SIT	536	
1250	Fuzhou-Liu-2007-201-22-1	Fuzhou	Liu-2007-201-22	t w ai ²⁴²	fuzh1239	1202	BIG	34	
1257	Fuzhou-Liu-2007-201-26-1	Fuzhou	Liu-2007-201-26	p u ʔ ²⁴ + l o ³²	fuzh1239	1251	BELLY	344	
1258	Fuzhou-Liu-2007-201-26-1	Fuzhou	Liu-2007-201-26	p u ʔ ²⁴ + l o ³²	fuzh1239	1251	BELLY	27	
1262	Fuzhou-Liu-2007-201-29-1	Fuzhou	Liu-2007-201-29	s a ²⁴²	fuzh1239	1198	MANY	595	
1263	Fuzhou-Liu-2007-201-3-1	Fuzhou	Liu-2007-201-3	pʰ ɛi ²¹²	fuzh1239	1221	NOSE	77	
1264	Fuzhou-Liu-2007-201-30-1	Fuzhou	Liu-2007-201-30	ŋ ɛi ²⁴²	fuzh1239	1247	EAR	596	
1265	Fuzhou-Liu-2007-201-31-1	Fuzhou	Liu-2007-201-31	n ɛi ²⁴²	fuzh1239	1498	TWO	598	
1266	Fuzhou-Liu-2007-201-31-2	Fuzhou	Liu-2007-201-31	l a ŋ ²⁴²	fuzh1239	1498	TWO	599	
1267	Fuzhou-Liu-2007-201-32-1	Fuzhou	Liu-2007-201-32	p w oi ⁵⁵	fuzh1239	1441	FLY (MOVE THROUGH AIR)	600	
1284	Fuzhou-Liu-2007-201-37-1	Fuzhou	Liu-2007-201-37	k a ŋ ⁵⁵	fuzh1239	1398	DRY	565	
1285	Fuzhou-Liu-2007-201-37-2	Fuzhou	Liu-2007-201-37	t a ⁵⁵	fuzh1239	1398	DRY	618	
1286	Fuzhou-Liu-2007-201-38-1	Fuzhou	Liu-2007-201-38	k a ŋ ⁵⁵	fuzh1239	1224	LIVER	619	
1287	Fuzhou-Liu-2007-201-39-1	Fuzhou	Liu-2007-201-39	kʰ øy ʔ ²⁴	fuzh1239	1447	GIVE	624	
1288	Fuzhou-Liu-2007-201-39-2	Fuzhou	Liu-2007-201-39	k ɔy ŋ ⁵⁵	fuzh1239	1447	GIVE	625	
1290	Fuzhou-Liu-2007-201-40-1	Fuzhou	Liu-2007-201-40	k y ŋ ⁵⁵	fuzh1239	670	ROOT	93	
1291	Fuzhou-Liu-2007-201-41-1	Fuzhou	Liu-2007-201-41	kʰ ɛi ŋ ³²	fuzh1239	2009	DOG	631	
1292	Fuzhou-Liu-2007-201-41-2	Fuzhou	Liu-2007-201-41	kʰ ɛi ŋ ³² + ŋ j a ŋ ³²	fuzh1239	2009	DOG	631	
1293	Fuzhou-Liu-2007-201-41-2	Fuzhou	Liu-2007-201-41	kʰ ɛi ŋ ³² + ŋ j a ŋ ³²	fuzh1239	2009	DOG	632	
1294	Fuzhou-Liu-2007-201-42-1	Fuzhou	Liu-2007-201-42	k ɔu ʔ ²¹	fuzh1239	1394	BONE	94	
1295	Fuzhou-Liu-2007-201-42-2	Fuzhou	Liu-2007-201-42	k ɔu ʔ ²⁴ + k ɔu ʔ ²⁴	fuzh1239	1394	BONE	94	
1296	Fuzhou-Liu-2007-201-42-2	Fuzhou	Liu-2007-201-42	k ɔu ʔ ²⁴ + k ɔu ʔ ²⁴	fuzh1239	1394	BONE	800	
1305	Fuzhou-Liu-2007-201-46-1	Fuzhou	Liu-2007-201-46	h o ³²	fuzh1239	1035	GOOD	642	
1306	Fuzhou-Liu-2007-201-47-1	Fuzhou	Liu-2007-201-47	tsʰ w o ʔ ²⁴	fuzh1239	1401	DRINK	648	
1307	Fuzhou-Liu-2007-201-47-2	Fuzhou	Liu-2007-201-47	s j ø ʔ ⁵	fuzh1239	1401	DRINK	550	
1310	Fuzhou-Liu-2007-201-5-1	Fuzhou	Liu-2007-201-5	t au ²⁴² + ɔu ʔ ²⁴	fuzh1239	1333	NECK	95	
1311	Fuzhou-Liu-2007-201-5-1	Fuzhou	Liu-2007-201-5	t au ²⁴² + ɔu ʔ ²⁴	fuzh1239	1333	NECK	94	
1313	Fuzhou-Liu-2007-201-51-1	Fuzhou	Liu-2007-201-51	u ⁵⁵	fuzh1239	163	BLACK	372	
1314	Fuzhou-Liu-2007-201-52-1	Fuzhou	Liu-2007-201-52	øy ŋ ⁵³	fuzh1239	156	RED	654	
1322	Fuzhou-Liu-2007-201-58-1	Fuzhou	Liu-2007-201-58	w o ŋ ⁵³	fuzh1239	1424	YELLOW	302	
1323	Fuzhou-Liu-2007-201-59-1	Fuzhou	Liu-2007-201-59	h w oi ⁵⁵ + h w oi ⁵⁵	fuzh1239	646	ASH	542	
1324	Fuzhou-Liu-2007-201-59-1	Fuzhou	Liu-2007-201-59	h w oi ⁵⁵ + h w oi ⁵⁵	fuzh1239	646	ASH	792	
1325	Fuzhou-Liu-2007-201-59-2	Fuzhou	Liu-2007-201-59	h w oi ⁵⁵	fuzh1239	646	ASH	542	
1329	Fuzhou-Liu-2007-201-61-1	Fuzhou	Liu-2007-201-61	h w oi ³²	fuzh1239	221	FIRE	672	
1330	Fuzhou-Liu-2007-201-62-1	Fuzhou	Liu-2007-201-62	k j e ⁵⁵ + l ɔu ŋ ²⁴²	fuzh1239	744	EGG	673	
1331	Fuzhou-Liu-2007-201-62-1	Fuzhou	Liu-2007-201-62	k j e ⁵⁵ + l ɔu ŋ ²⁴²	fuzh1239	744	EGG	675	
1333	Fuzhou-Liu-2007-201-64-1	Fuzhou	Liu-2007-201-64	k øy ʔ ²⁴ + k oy ʔ ²⁴	fuzh1239	1393	HORN (ANATOMY)	568	
1334	Fuzhou-Liu-2007-201-64-1	Fuzhou	Liu-2007-201-64	k øy ʔ ²⁴ + k oy ʔ ²⁴	fuzh1239	1393	HORN (ANATOMY)	791	
1335	Fuzhou-Liu-2007-201-65-1	Fuzhou	Liu-2007-201-65	kʰ a ⁵⁵	fuzh1239	1301	FOOT	279	
1343	Fuzhou-Liu-2007-201-69-1	Fuzhou	Liu-2007-201-69	kʰ a ŋ ²¹² + ŋ j e ŋ ²¹²	fuzh1239	1409	SEE	689	
1344	Fuzhou-Liu-2007-201-69-1	Fuzhou	Liu-2007-201-69	kʰ a ŋ ²¹² + ŋ j e ŋ ²¹²	fuzh1239	1409	SEE	253	
1345	Fuzhou-Liu-2007-201-7-1	Fuzhou	Liu-2007-201-7	i ŋ ⁵⁵	fuzh1239	1240	NOT	102	
1346	Fuzhou-Liu-2007-201-7-2	Fuzhou	Liu-2007-201-7	ŋ̍ ²⁴²	fuzh1239	1240	NOT	37	
1347	Fuzhou-Liu-2007-201-7-3	Fuzhou	Liu-2007-201-7	m o ⁵³	fuzh1239	1240	NOT	103	
1353	Fuzhou-Liu-2007-201-73-1	Fuzhou	Liu-2007-201-73	l i ³²	fuzh1239	1446	COME	703	
1356	Fuzhou-Liu-2007-201-75-1	Fuzhou	Liu-2007-201-75	k a ŋ ⁵³	fuzh1239	1287	COLD	704	
1357	Fuzhou-Liu-2007-201-75-2	Fuzhou	Liu-2007-201-75	t ɔy ŋ ²¹²	fuzh1239	1287	COLD	679	
1358	Fuzhou-Liu-2007-201-75-3	Fuzhou	Liu-2007-201-75	tsʰ i ŋ ²¹²	fuzh1239	1287	COLD	705	
1361	Fuzhou-Liu-2007-201-78-1	Fuzhou	Liu-2007-201-78	l w o ʔ ⁵	fuzh1239	1425	GREEN	709	
1362	Fuzhou-Liu-2007-201-79-1	Fuzhou	Liu-2007-201-79	k o ²¹² + l ou ŋ ⁵³	fuzh1239	1429	FULL	56	
1363	Fuzhou-Liu-2007-201-79-1	Fuzhou	Liu-2007-201-79	k o ²¹² + l ou ŋ ⁵³	fuzh1239	1429	FULL	687	
1364	Fuzhou-Liu-2007-201-79-2	Fuzhou	Liu-2007-201-79	m w a ŋ ³²	fuzh1239	1429	FULL	710	
1366	Fuzhou-Liu-2007-201-80-1	Fuzhou	Liu-2007-201-80	m j a ŋ ⁵³ + ʒ ɛi ²⁴²	fuzh1239	1405	NAME	712	
1367	Fuzhou-Liu-2007-201-80-1	Fuzhou	Liu-2007-201-80	m j a ŋ ⁵³ + ʒ ɛi ²⁴²	fuzh1239	1405	NAME	469	
1378	Fuzhou-Liu-2007-201-84-1	Fuzhou	Liu-2007-201-84	h y ³²	fuzh1239	78	THAT	732	
1379	Fuzhou-Liu-2007-201-84-2	Fuzhou	Liu-2007-201-84	h w oi ⁵³	fuzh1239	78	THAT	733	
1382	Fuzhou-Liu-2007-201-86-1	Fuzhou	Liu-2007-201-86	t ou ŋ ²¹² + m w o ³² + n øy ŋ ⁵³	fuzh1239	1554	MAN	463	
1383	Fuzhou-Liu-2007-201-86-1	Fuzhou	Liu-2007-201-86	t ou ŋ ²¹² + m w o ³² + n øy ŋ ⁵³	fuzh1239	1554	MAN	464	
1384	Fuzhou-Liu-2007-201-86-1	Fuzhou	Liu-2007-201-86	t ou ŋ ²¹² + m w o ³² + n øy ŋ ⁵³	fuzh1239	1554	MAN	38	
1385	Fuzhou-Liu-2007-201-86-2	Fuzhou	Liu-2007-201-86	n a ŋ ⁵³ + ŋ ai ²¹²	fuzh1239	1554	MAN	471	
1386	Fuzhou-Liu-2007-201-86-2	Fuzhou	Liu-2007-201-86	n a ŋ ⁵³ + ŋ ai ²¹²	fuzh1239	1554	MAN	738	
1387	Fuzhou-Liu-2007-201-87-1	Fuzhou	Liu-2007-201-87	n y ³²	fuzh1239	1215	THOU	789	
1388	Fuzhou-Liu-2007-201-87-2	Fuzhou	Liu-2007-201-87	n y ³² + n øy ŋ ⁵³	fuzh1239	1215	THOU	789	
1389	Fuzhou-Liu-2007-201-87-2	Fuzhou	Liu-2007-201-87	n y ³² + n øy ŋ ⁵³	fuzh1239	1215	THOU	193	
1392	Fuzhou-Liu-2007-201-89-1	Fuzhou	Liu-2007-201-89	ts ɛu ³²	fuzh1239	937	BIRD	745	
1394	Fuzhou-Liu-2007-201-90-1	Fuzhou	Liu-2007-201-90	i ⁵⁵ + ts j a ³²	fuzh1239	962	WOMAN	824	
1395	Fuzhou-Liu-2007-201-90-1	Fuzhou	Liu-2007-201-90	i ⁵⁵ + ts j a ³²	fuzh1239	962	WOMAN	715	
1396	Fuzhou-Liu-2007-201-90-2	Fuzhou	Liu-2007-201-90	n y ³² + ɛ ²¹²	fuzh1239	962	WOMAN	39	
1397	Fuzhou-Liu-2007-201-90-2	Fuzhou	Liu-2007-201-90	n y ³² + ɛ ²¹²	fuzh1239	962	WOMAN	825	
1398	Fuzhou-Liu-2007-201-90-3	Fuzhou	Liu-2007-201-90	ts y ⁵⁵ + n øy ŋ ⁵³ + n øy ŋ ⁵³	fuzh1239	962	WOMAN	749	
1399	Fuzhou-Liu-2007-201-90-3	Fuzhou	Liu-2007-201-90	ts y ⁵⁵ + n øy ŋ ⁵³ + n øy ŋ ⁵³	fuzh1239	962	WOMAN	31	
1400	Fuzhou-Liu-2007-201-90-3	Fuzhou	Liu-2007-201-90	ts y ⁵⁵ + n øy ŋ ⁵³ + n øy ŋ ⁵³	fuzh1239	962	WOMAN	38	
1403	Fuzhou-Liu-2007-201-93-1	Fuzhou	Liu-2007-201-93	pʰ w oi ⁵³ + u ⁵⁵	fuzh1239	763	SKIN	16	
1404	Fuzhou-Liu-2007-201-93-1	Fuzhou	Liu-2007-201-93	pʰ w oi ⁵³ + u ⁵⁵	fuzh1239	763	SKIN	17	
1405	Fuzhou-Liu-2007-201-93-2	Fuzhou	Liu-2007-201-93	pʰ w oi ⁵³	fuzh1239	763	SKIN	16	
1419	Fuzhou-Liu-2007-201-97-1	Fuzhou	Liu-2007-201-97	k o ²¹² + l ou ŋ ⁵³ + ŋ a ²⁴²	fuzh1239	98	ALL	56	
1420	Fuzhou-Liu-2007-201-97-1	Fuzhou	Liu-2007-201-97	k o ²¹² + l ou ŋ ⁵³ + ŋ a ²⁴²	fuzh1239	98	ALL	467	
1421	Fuzhou-Liu-2007-201-97-1	Fuzhou	Liu-2007-201-97	k o ²¹² + l ou ŋ ⁵³ + ŋ a ²⁴²	fuzh1239	98	ALL	58	
1423	Fuzhou-Liu-2007-201-99-1	Fuzhou	Liu-2007-201-99	n øy ŋ ⁵³	fuzh1239	683	PERSON	38	
1424	Guangzhou-Liu-2007-201-1-1	Guangzhou	Liu-2007-201-1	p a k ²	guan1279	1335	WHITE	71	
1425	Guangzhou-Liu-2007-201-10-1	Guangzhou	Liu-2007-201-10	tsʰ œ ŋ ²¹	guan1279	1203	LONG	112	
1430	Guangzhou-Liu-2007-201-103-1	Guangzhou	Liu-2007-201-103	y ²³ + f ɔ ŋ ²¹	guan1279	1402	BREAST	126	
1431	Guangzhou-Liu-2007-201-103-1	Guangzhou	Liu-2007-201-103	y ²³ + f ɔ ŋ ²¹	guan1279	1402	BREAST	127	
1435	Guangzhou-Liu-2007-201-106-1	Guangzhou	Liu-2007-201-106	s a t ³	guan1279	1417	KILL	135	
1436	Guangzhou-Liu-2007-201-107-1	Guangzhou	Liu-2007-201-107	s a ⁵³	guan1279	671	SAND	138	
1437	Guangzhou-Liu-2007-201-108-1	Guangzhou	Liu-2007-201-108	s a n ⁵³	guan1279	639	MOUNTAIN	139	
1438	Guangzhou-Liu-2007-201-109-1	Guangzhou	Liu-2007-201-109	s j u ⁵³	guan1279	2102	BURN	140	
1441	Guangzhou-Liu-2007-201-111-1	Guangzhou	Liu-2007-201-111	s i t ²	guan1279	1205	TONGUE	143	
1444	Guangzhou-Liu-2007-201-114-1	Guangzhou	Liu-2007-201-114	s ɐ t ⁵	guan1279	1392	LOUSE	155	
1446	Guangzhou-Liu-2007-201-116-1	Guangzhou	Liu-2007-201-116	m ɐ t ⁵ + j ɛ ²³	guan1279	1236	WHAT	176	
1447	Guangzhou-Liu-2007-201-116-1	Guangzhou	Liu-2007-201-116	m ɐ t ⁵ + j ɛ ²³	guan1279	1236	WHAT	177	
1448	Guangzhou-Liu-2007-201-117-1	Guangzhou	Liu-2007-201-117	s ɛ k ² + tʰ ɐu ²¹	guan1279	857	STONE	180	
1449	Guangzhou-Liu-2007-201-117-1	Guangzhou	Liu-2007-201-117	s ɛ k ² + tʰ ɐu ²¹	guan1279	857	STONE	319	
1450	Guangzhou-Liu-2007-201-118-1	Guangzhou	Liu-2007-201-118	s ɐu ³⁵	guan1279	1277	HAND	182	
1451	Guangzhou-Liu-2007-201-119-1	Guangzhou	Liu-2007-201-119	s y ²²	guan1279	906	TREE	134	
1453	Guangzhou-Liu-2007-201-120-1	Guangzhou	Liu-2007-201-120	s y ²² + pʰ ei ²¹	guan1279	1204	BARK	134	
1454	Guangzhou-Liu-2007-201-120-1	Guangzhou	Liu-2007-201-120	s y ²² + pʰ ei ²¹	guan1279	1204	BARK	16	
1457	Guangzhou-Liu-2007-201-122-1	Guangzhou	Liu-2007-201-122	s øy ²¹	guan1279	1235	WHO	187	
1458	Guangzhou-Liu-2007-201-123-1	Guangzhou	Liu-2007-201-123	s øy ³⁵	guan1279	948	WATER	194	
1461	Guangzhou-Liu-2007-201-125-1	Guangzhou	Liu-2007-201-125	s øy ²²	guan1279	1585	SLEEP	196	
1464	Guangzhou-Liu-2007-201-127-1	Guangzhou	Liu-2007-201-127	s y t ³	guan1279	1458	SAY	206	
1467	Guangzhou-Liu-2007-201-129-1	Guangzhou	Liu-2007-201-129	s ei ³⁵	guan1279	1494	DIE	222	
